phase,top_k,holding_days,cost_bps,cost_bps_used,cost_bps_config,cost_bps_mismatch_flag,gross_minus_net_total_return_pct,avg_cost_pct,buffer_k,n_rebalances,gross_total_return,net_total_return,gross_cagr,net_cagr,gross_vol_ann,net_vol_ann,gross_sharpe,net_sharpe,gross_mdd,net_mdd,gross_hit_ratio,net_hit_ratio,avg_turnover_oneway,avg_n_tickers,ic,rank_ic,icir,rank_icir,long_short_alpha,long_short_alpha_ann,gross_calmar_ratio,net_calmar_ratio,gross_profit_factor,net_profit_factor,avg_trade_duration,date_start,date_end,weighting,strategy
dev,15,20,10.0,10.0,10.0,False,0.027201114369338697,0.010423868312757201,15,81,2.279859906774097,2.252658792404758,0.2005120722665945,0.1989748510038143,0.45990256067419505,0.4598863735562279,0.5608710182587561,0.5580348208911883,-0.28591868736674597,-0.2884028820821707,0.5308641975308642,0.5308641975308642,0.17160493827160492,35.48148148148148,0.02627852252074414,0.03669963039628876,0.8973305167108193,1.0216445562040284,0.06702143510941554,0.8444700823786357,0.7012905456207521,0.6899197732258553,2.657147173723919,2.6423820555958053,29.66110183639399,2016-05-31,2022-11-30,equal,bt120_long
holdout,15,20,10.0,10.0,10.0,False,0.002938686812848035,0.01104645805944817,15,23,0.16441899721920872,0.16148031040636068,0.08830978706697667,0.08678199237635953,0.12969721878239268,0.12970414810722614,0.7053212972292089,0.6945526276360204,-0.051558071027975494,-0.05165807102797548,0.6086956521739131,0.6086956521739131,0.16268115942028985,33.78260869565217,0.020812187260470984,0.059109794182192144,0.37332005967748283,1.075575713913461,0.00352073246208222,0.04436122902223597,1.7128217814638496,1.6799309507581623,1.7401363451875547,1.7256172091692576,29.920187793427232,2023-01-31,2024-11-18,equal,bt120_long
