phase,top_k,holding_days,cost_bps,cost_bps_used,cost_bps_config,cost_bps_mismatch_flag,gross_minus_net_total_return_pct,avg_cost_pct,buffer_k,n_rebalances,gross_total_return,net_total_return,gross_cagr,net_cagr,gross_vol_ann,net_vol_ann,gross_sharpe,net_sharpe,gross_mdd,net_mdd,gross_hit_ratio,net_hit_ratio,avg_turnover_oneway,avg_n_tickers,ic,rank_ic,icir,rank_icir,long_short_alpha,long_short_alpha_ann,gross_calmar_ratio,net_calmar_ratio,gross_profit_factor,net_profit_factor,avg_trade_duration,date_start,date_end,weighting,strategy
dev,15,20,10.0,10.0,10.0,False,0.18030660217411665,0.02392592592592592,20,81,8.658535770264312,8.478229168090195,0.4175317420002993,0.413427822524044,1.4775532326793943,1.4774474118098215,0.49335182151886586,0.4913467012525055,-0.2901896617362727,-0.29763862180028355,0.5432098765432098,0.5432098765432098,0.3880658436213992,15.0,0.02627852252074414,0.03669963039628876,0.8973305167108193,1.0216445562040284,0.06702143510941554,0.8444700823786357,1.4388236283198688,1.389026128475542,5.370791227350656,5.316321501404007,29.672554347826086,2016-05-31,2022-11-30,equal,bt20_ens
holdout,15,20,10.0,10.0,10.0,False,0.006521844659243881,0.02374992770189829,20,23,0.2009662057453805,0.1944443610861366,0.10716929575804479,0.10382270000053606,0.14242428795339546,0.1425212673244125,0.7722713091745355,0.7507490105466474,-0.06476218731659533,-0.06734316079782543,0.6086956521739131,0.6086956521739131,0.3608695652173913,15.0,0.020812187260470984,0.059109794182192144,0.37332005967748283,1.075575713913461,0.00352073246208222,0.04436122902223597,1.6548127881187642,1.5416962727993693,1.9179472766704049,1.8830459857401403,29.962441314553992,2023-01-31,2024-11-18,equal,bt20_ens
