phase,top_k,holding_days,cost_bps,cost_bps_used,cost_bps_config,cost_bps_mismatch_flag,gross_minus_net_total_return_pct,avg_cost_pct,buffer_k,n_rebalances,gross_total_return,net_total_return,gross_cagr,net_cagr,gross_vol_ann,net_vol_ann,gross_sharpe,net_sharpe,gross_mdd,net_mdd,gross_hit_ratio,net_hit_ratio,avg_turnover_oneway,avg_n_tickers,ic,rank_ic,icir,rank_icir,long_short_alpha,long_short_alpha_ann,gross_calmar_ratio,net_calmar_ratio,gross_profit_factor,net_profit_factor,avg_trade_duration,date_start,date_end,weighting,strategy
dev,20,20,10.0,10.0,10.0,False,0.023887746053596004,0.010450617283950619,15,81,1.8699692656539924,1.8460815196003963,0.17610572031341154,0.17459428946365008,0.3953578966096521,0.3953405702925821,0.5603932239534691,0.5570870410688825,-0.2910534884964001,-0.29351659496917704,0.5432098765432098,0.5432098765432098,0.172067901234568,46.91358024691358,0.02627852252074414,0.03669963039628876,0.8973305167108193,1.0216445562040284,0.053274777495118296,0.6712621964384905,0.6050630804089802,0.5948361777704074,2.455446817329071,2.441306626173583,29.668030207677784,2016-05-31,2022-11-30,equal,bt120_ens
holdout,20,20,10.0,10.0,10.0,False,0.0027866821974067424,0.010774081686553683,15,23,0.13182611775955788,0.12903943556215114,0.07126787501191911,0.0698007460182355,0.12425362622939685,0.12424873924300169,0.6052066533674868,0.5943045173455141,-0.05345112666063612,-0.05368180927468902,0.5217391304347826,0.5217391304347826,0.1608695652173914,43.608695652173914,0.020812187260470984,0.059109794182192144,0.37332005967748283,1.075575713913461,0.009893430072976194,0.12465721891950005,1.3333278354337117,1.300268134798999,1.5953524534830643,1.58164482516394,29.89783653846154,2023-01-31,2024-11-18,equal,bt120_ens
