일자,ticker,pred_label,ESG_Label
20190104,031430,1,Governance
20190227,031430,0,Social
20190318,031430,1,Governance
20190402,031430,1,Governance
20190403,031430,0,Social
20190507,031430,0,Environmental
20190516,031430,1,Social
20190610,031430,0,Environmental
20190703,031430,1,Governance
20190812,031430,-1,Social
20190829,031430,1,Environmental
20191011,031430,0,Social
20191012,031430,0,Social
20191106,031430,0,Environmental
20200204,031430,0,Governance
20200204,031430,0,Governance
20200204,031430,0,Governance
20200218,031430,0,Environmental
20200303,031430,0,Environmental
20200324,031430,0,Governance
20200416,031430,-1,Environmental
20200416,031430,1,Environmental
20200417,031430,1,Environmental
20200526,031430,1,Environmental
20200526,031430,0,Environmental
20200526,031430,-1,Environmental
20200526,031430,-1,Environmental
20200706,031430,-1,Environmental
20200706,031430,-1,Environmental
20200715,031430,1,Environmental
20200813,031430,-1,Social
20200911,031430,0,Environmental
20201006,031430,0,Social
20201006,031430,0,Social
20201007,031430,0,Social
20201007,031430,0,Social
20201020,031430,0,Governance
20201020,031430,0,Governance
20201116,031430,0,Environmental
20201216,031430,0,Governance
20201222,031430,0,Social
20201222,031430,0,Social
20210201,031430,0,Social
20210201,031430,0,Social
20210317,031430,1,Governance
20210329,031430,0,Social
20210419,031430,0,Environmental
20210419,031430,0,Environmental
20210427,031430,1,Social
20210511,031430,0,Social
20210513,031430,1,Environmental
20210615,031430,0,Environmental
20210615,031430,0,Environmental
20210615,031430,0,Environmental
20210615,031430,0,Environmental
20210615,031430,0,Environmental
20210616,031430,0,Environmental
20210708,031430,0,Environmental
20210708,031430,0,Environmental
20210708,031430,0,Environmental
20210713,031430,0,Environmental
20210720,031430,0,Environmental
20210909,031430,1,Social
20211005,031430,1,Environmental
20211018,031430,0,Environmental
20211020,031430,0,Environmental
20211020,031430,0,Environmental
20220124,031430,0,Environmental
20220208,031430,0,Governance
20220208,031430,1,Governance
20220208,031430,1,Governance
20220208,031430,0,Governance
20220209,031430,1,Governance
20220209,031430,0,Social
20220222,031430,0,Governance
20220222,031430,1,Governance
20220222,031430,0,Governance
20220222,031430,0,Governance
20220222,031430,1,Governance
20220222,031430,1,Governance
20220222,031430,1,Governance
20220222,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220223,031430,1,Governance
20220315,031430,1,Governance
20220323,031430,1,Governance
20220331,031430,0,Environmental
20220331,031430,0,Environmental
20220404,031430,-1,Governance
20220428,031430,0,Social
20220526,031430,0,Governance
20220726,031430,0,Social
20220810,031430,1,Social
20220810,031430,0,Social
20220810,031430,0,Social
20220810,031430,0,Social
20220920,031430,-1,Social
20220920,031430,1,Social
20220922,031430,0,Environmental
20221107,031430,0,Environmental
20221205,031430,0,Environmental
20230106,031430,0,Social
20230106,031430,1,Governance
20230126,031430,0,Social
20230221,031430,1,Environmental
20230223,031430,0,Environmental
20230223,031430,0,Environmental
20230223,031430,0,Environmental
20230323,031430,1,Governance
20230323,031430,1,Environmental
20230330,031430,0,Environmental
20230420,031430,0,Environmental
20230511,031430,-1,Environmental
20230514,031430,0,Social
20230703,031430,0,Social
20230703,031430,0,Social
20230703,031430,0,Social
20230703,031430,0,Social
20230703,031430,0,Social
20230703,031430,0,Social
20230705,031430,0,Social
20230810,031430,0,Social
20231013,031430,0,Social
20231024,031430,-1,Environmental
20231116,031430,0,Environmental
20231116,031430,0,Environmental
20231123,031430,0,Social
20231206,031430,0,Environmental
20240206,031430,0,Governance
20240207,031430,-1,Social
20240320,031430,1,Governance
20240320,031430,1,Governance
20240320,031430,1,Governance
20240418,031430,0,Social
20240423,031430,0,Environmental
20240620,031430,0,Environmental
20240802,031430,0,Governance
20240802,031430,0,Governance
20240802,031430,0,Governance
20240802,031430,0,Governance
20240802,031430,0,Governance
20240906,031430,0,Social
20240906,031430,0,Social
20241108,031430,-1,Environmental
20241127,031430,0,Social
20241127,031430,0,Social
20241127,031430,0,Social
20241228,031430,1,Governance
