일자,ticker,pred_label,ESG_Label
20231031,450080,0,Environmental
20231031,450080,0,Environmental
20231101,450080,0,Environmental
20231102,450080,0,Environmental
20231108,450080,1,Governance
20231108,450080,1,Governance
20231114,450080,-1,Governance
20231114,450080,-1,Governance
20231114,450080,-1,Governance
20231115,450080,-1,Governance
20231118,450080,-1,Environmental
20231120,450080,1,Environmental
20231121,450080,1,Environmental
20231123,450080,0,Governance
20231127,450080,1,Governance
20231127,450080,1,Governance
20231127,450080,1,Social
20231128,450080,1,Environmental
20231129,450080,1,Governance
20231130,450080,1,Governance
20231211,450080,1,Social
20231218,450080,1,Governance
20231218,450080,1,Governance
20231218,450080,1,Governance
20231218,450080,1,Governance
20231218,450080,1,Governance
20231220,450080,-1,Environmental
20231221,450080,-1,Governance
20240103,450080,0,Environmental
20240114,450080,1,Environmental
20240123,450080,-1,Social
20240124,450080,-1,Social
20240124,450080,-1,Social
20240207,450080,1,Governance
20240207,450080,1,Governance
20240304,450080,1,Governance
20240304,450080,0,Governance
20240304,450080,1,Governance
20240304,450080,0,Governance
20240304,450080,1,Governance
20240304,450080,1,Governance
20240304,450080,1,Governance
20240305,450080,1,Environmental
20240308,450080,1,Governance
20240319,450080,1,Environmental
20240404,450080,-1,Environmental
20240429,450080,-1,Environmental
20240429,450080,-1,Environmental
20240429,450080,-1,Environmental
20240430,450080,0,Governance
20240430,450080,-1,Governance
20240430,450080,0,Governance
20240502,450080,-1,Governance
20240502,450080,-1,Governance
20240517,450080,0,Governance
20240520,450080,0,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240521,450080,-1,Governance
20240605,450080,1,Social
20240607,450080,1,Environmental
20240613,450080,0,Governance
20240614,450080,0,Governance
20240614,450080,-1,Governance
20240614,450080,-1,Governance
20240614,450080,0,Governance
20240614,450080,-1,Governance
20240614,450080,-1,Governance
20240614,450080,0,Governance
20240614,450080,-1,Governance
20240712,450080,1,Social
20240730,450080,-1,Environmental
20240730,450080,-1,Governance
20240829,450080,1,Environmental
20240906,450080,0,Social
20240907,450080,1,Social
20240908,450080,0,Social
20241022,450080,0,Governance
20241109,450080,0,Environmental
20241122,450080,0,Social
20241122,450080,0,Social
20241126,450080,1,Governance
20241126,450080,1,Governance
20241126,450080,1,Governance
20241127,450080,1,Governance
20241129,450080,-1,Environmental
20241218,450080,-1,Environmental
20241218,450080,-1,Environmental
20241219,450080,-1,Environmental
20241219,450080,-1,Environmental
20241223,450080,-1,Environmental
20241223,450080,-1,Environmental
