일자,ticker,pred_label,ESG_Label
20160216,007340,0,Governance
20160217,007340,-1,Governance
20160326,007340,0,Social
20160327,007340,0,Social
20160328,007340,0,Social
20160502,007340,0,Social
20160510,007340,-1,Governance
20160905,007340,-1,Social
20160930,007340,1,Social
20161018,007340,0,Social
20161020,007340,0,Social
20161209,007340,0,Environmental
20170221,007340,0,Governance
20170221,007340,0,Governance
20170221,007340,0,Governance
20170312,007340,0,Governance
20170316,007340,0,Social
20170327,007340,0,Environmental
20170401,007340,1,Governance
20170404,007340,0,Environmental
20170614,007340,0,Governance
20170615,007340,-1,Governance
20170615,007340,1,Governance
20170616,007340,-1,Governance
20170703,007340,-1,Governance
20170926,007340,0,Governance
20170927,007340,1,Governance
20170927,007340,1,Governance
20180206,007340,0,Governance
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20180308,007340,0,Social
20181204,007340,-1,Environmental
20181204,007340,0,Environmental
20181204,007340,0,Environmental
20181205,007340,0,Environmental
20190218,007340,0,Governance
20190219,007340,0,Governance
20190531,007340,1,Environmental
20190716,007340,1,Environmental
20190716,007340,-1,Environmental
20190717,007340,-1,Environmental
20190717,007340,0,Environmental
20190717,007340,-1,Environmental
20200225,007340,0,Governance
20200302,007340,0,Social
20200302,007340,0,Social
20210223,007340,1,Governance
20210223,007340,0,Governance
20210813,007340,0,Governance
20210825,007340,0,Governance
20210930,007340,0,Governance
20211013,007340,0,Environmental
20220130,007340,0,Social
20220301,007340,0,Social
20220301,007340,0,Social
20220304,007340,-1,Environmental
20220525,007340,1,Governance
20220525,007340,1,Governance
20220525,007340,1,Governance
20221228,007340,0,Governance
20230216,007340,0,Environmental
20230216,007340,0,Governance
20230614,007340,0,Social
20230614,007340,1,Social
20230614,007340,0,Social
20230914,007340,0,Social
20230918,007340,0,Social
20231005,007340,0,Social
20231013,007340,0,Social
20231013,007340,0,Social
20231027,007340,0,Social
20240306,007340,0,Governance
20240314,007340,0,Governance
20240508,007340,1,Governance
20240618,007340,1,Governance
20240623,007340,-1,Social
20240623,007340,-1,Governance
20240624,007340,0,Governance
20240624,007340,0,Social
20240624,007340,0,Social
20240624,007340,0,Social
20240710,007340,0,Governance
20240710,007340,0,Governance
20240711,007340,-1,Governance
20240722,007340,0,Governance
20240722,007340,1,Governance
20240722,007340,1,Governance
20240722,007340,0,Governance
20240728,007340,1,Governance
20240731,007340,0,Governance
20240910,007340,0,Governance
20240924,007340,-1,Governance
20240924,007340,0,Governance
20240924,007340,1,Governance
20240924,007340,0,Governance
20240924,007340,-1,Social
20240924,007340,-1,Governance
20240924,007340,-1,Social
20241202,007340,-1,Social
