일자,ticker,pred_label,ESG_Label
20220916,005440,1,Governance
20230410,005440,-1,Governance
20230706,005440,0,Governance
20230706,005440,-1,Governance
20230706,005440,0,Governance
20230706,005440,-1,Governance
20230830,005440,1,Governance
20230830,005440,1,Governance
20230905,005440,0,Governance
20230911,005440,0,Governance
20230911,005440,1,Governance
20230911,005440,0,Governance
20230911,005440,0,Governance
20230914,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,0,Governance
20231108,005440,0,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,0,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,0,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231108,005440,1,Governance
20231109,005440,0,Governance
20231109,005440,1,Governance
20231109,005440,1,Governance
20231109,005440,0,Governance
20231128,005440,1,Governance
20231212,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Environmental
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Environmental
20231213,005440,0,Governance
20231213,005440,0,Governance
20231213,005440,0,Governance
