일자,ticker,pred_label,ESG_Label
20160118,004150,1,Governance
20160129,004150,1,Governance
20160203,004150,-1,Governance
20160203,004150,0,Governance
20160203,004150,0,Governance
20160203,004150,0,Governance
20160229,004150,1,Governance
20160229,004150,1,Governance
20160303,004150,0,Governance
20160316,004150,-1,Governance
20160316,004150,-1,Governance
20160330,004150,-1,Environmental
20160428,004150,0,Governance
20160428,004150,0,Governance
20160428,004150,1,Governance
20160728,004150,0,Governance
20160901,004150,0,Governance
20160901,004150,0,Governance
20161227,004150,1,Governance
