일자,ticker,pred_label,ESG_Label
20200210,002350,-1,Governance
20200212,002350,1,Environmental
20200224,002350,0,Governance
20200225,002350,0,Governance
20200302,002350,1,Environmental
20200304,002350,0,Governance
20200304,002350,0,Governance
20200305,002350,0,Governance
20200306,002350,0,Governance
20200306,002350,0,Governance
20200307,002350,0,Governance
20200316,002350,0,Social
20200318,002350,0,Governance
20200324,002350,1,Governance
20200518,002350,1,Environmental
20200518,002350,1,Environmental
20200520,002350,1,Environmental
20200622,002350,0,Environmental
20200805,002350,0,Governance
20200806,002350,0,Governance
20200902,002350,0,Social
20201204,002350,1,Governance
20201205,002350,1,Governance
20210111,002350,0,Social
20210111,002350,0,Governance
20210125,002350,1,Environmental
20210219,002350,-1,Environmental
20210223,002350,-1,Environmental
20210311,002350,0,Governance
20210311,002350,1,Environmental
20210312,002350,1,Environmental
20210326,002350,0,Governance
20210518,002350,1,Environmental
20210520,002350,1,Social
20210617,002350,0,Environmental
20210810,002350,0,Social
20210908,002350,1,Environmental
20210928,002350,1,Social
20210929,002350,0,Environmental
20211017,002350,0,Environmental
20211121,002350,0,Environmental
20211221,002350,1,Environmental
20220209,002350,-1,Environmental
20220218,002350,1,Governance
20220219,002350,1,Governance
20220311,002350,1,Governance
20220311,002350,0,Governance
20220511,002350,-1,Social
20220520,002350,0,Environmental
20220524,002350,1,Environmental
20220824,002350,1,Environmental
20220825,002350,0,Environmental
20220916,002350,1,Social
20220919,002350,0,Environmental
20220921,002350,0,Social
20220925,002350,-1,Social
20220929,002350,-1,Social
20221011,002350,-1,Environmental
20221108,002350,0,Environmental
20221202,002350,-1,Social
20221205,002350,0,Environmental
20221207,002350,-1,Social
20221208,002350,-1,Social
20221227,002350,-1,Governance
