일자,ticker,pred_label,ESG_Label
20170118,006840,0,Governance
20170118,006840,0,Governance
20170118,006840,0,Governance
20170126,006840,0,Governance
20170214,006840,0,Governance
20170222,006840,1,Governance
20170228,006840,0,Governance
20170228,006840,0,Governance
20170306,006840,0,Governance
20170307,006840,0,Governance
20170324,006840,0,Governance
20170418,006840,0,Governance
20170817,006840,0,Governance
20170904,006840,-1,Environmental
20170922,006840,1,Environmental
20171030,006840,0,Governance
20180207,006840,0,Governance
20180208,006840,0,Governance
20180208,006840,0,Governance
20180208,006840,0,Governance
20180323,006840,0,Governance
20181226,006840,-1,Governance
20190129,006840,0,Governance
20190129,006840,0,Governance
20190201,006840,0,Governance
20190207,006840,0,Governance
20190213,006840,0,Governance
20190213,006840,0,Governance
20190411,006840,1,Governance
20190411,006840,1,Governance
20190813,006840,1,Governance
20190813,006840,1,Governance
20190814,006840,1,Governance
20191029,006840,0,Governance
20191227,006840,0,Governance
20191227,006840,0,Governance
20191227,006840,0,Governance
20200113,006840,0,Governance
20200113,006840,0,Governance
20200117,006840,0,Governance
20200117,006840,0,Governance
20200120,006840,1,Governance
20200123,006840,1,Governance
20200212,006840,0,Governance
20200212,006840,0,Governance
20200212,006840,1,Governance
20200215,006840,1,Governance
20200511,006840,1,Environmental
20200513,006840,-1,Environmental
20200514,006840,1,Governance
20200626,006840,0,Governance
20200708,006840,0,Governance
20200708,006840,0,Governance
20200716,006840,0,Governance
20200716,006840,0,Governance
20200716,006840,0,Governance
20200716,006840,0,Governance
