일자,ticker,pred_label,ESG_Label
20200204,000070,-1,Governance
20200205,000070,-1,Governance
20200327,000070,0,Governance
20200626,000070,-1,Social
20200627,000070,-1,Social
20200721,000070,0,Environmental
20200721,000070,1,Environmental
20210126,000070,0,Environmental
20210126,000070,0,Governance
20210127,000070,0,Governance
20210225,000070,-1,Governance
20210226,000070,-1,Governance
20210326,000070,1,Governance
20210402,000070,0,Governance
20210424,000070,1,Social
20210510,000070,1,Social
20210521,000070,1,Governance
20210930,000070,0,Environmental
20211022,000070,1,Environmental
20211029,000070,1,Governance
20211029,000070,0,Governance
20211101,000070,0,Governance
20211130,000070,1,Social
20211201,000070,0,Governance
20211201,000070,-1,Environmental
20211202,000070,0,Governance
20211213,000070,0,Governance
20220209,000070,1,Governance
20220210,000070,1,Governance
20220330,000070,1,Governance
20220506,000070,-1,Governance
20220705,000070,-1,Governance
20220706,000070,-1,Governance
20220721,000070,1,Social
20220721,000070,0,Social
20221019,000070,-1,Environmental
20221104,000070,0,Environmental
