일자,ticker,pred_label,ESG_Label
20170101,000810,-1,Social
20170102,000810,0,Social
20170102,000810,0,Social
20170102,000810,-1,Social
20170102,000810,0,Social
20170102,000810,-1,Social
20170105,000810,0,Social
20170105,000810,0,Social
20170105,000810,0,Social
20170110,000810,0,Social
20170111,000810,0,Social
20170111,000810,-1,Governance
20170112,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170113,000810,0,Social
20170116,000810,1,Social
20170116,000810,0,Social
20170118,000810,0,Social
20170120,000810,1,Social
20170120,000810,0,Social
20170123,000810,0,Social
20170123,000810,0,Social
20170123,000810,0,Social
20170123,000810,0,Social
20170123,000810,0,Social
20170123,000810,0,Social
20170124,000810,0,Environmental
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,0,Social
20170125,000810,-1,Social
20170125,000810,-1,Social
20170125,000810,0,Governance
20170125,000810,0,Social
20170125,000810,0,Governance
20170126,000810,-1,Social
20170126,000810,0,Social
20170126,000810,0,Environmental
20170131,000810,0,Social
20170206,000810,1,Social
20170207,000810,0,Social
20170207,000810,0,Social
20170208,000810,-1,Social
20170214,000810,0,Social
20170214,000810,0,Social
20170214,000810,0,Social
20170214,000810,0,Social
20170214,000810,0,Social
20170215,000810,1,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170215,000810,1,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170215,000810,1,Social
20170215,000810,1,Social
20170215,000810,1,Social
20170215,000810,0,Social
20170215,000810,1,Social
20170215,000810,0,Social
20170215,000810,1,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170215,000810,0,Social
20170216,000810,0,Social
20170216,000810,0,Social
20170216,000810,0,Social
20170216,000810,-1,Social
20170216,000810,0,Social
20170216,000810,0,Social
20170216,000810,1,Social
20170216,000810,-1,Social
20170216,000810,-1,Social
20170216,000810,0,Social
20170216,000810,0,Social
