일자,ticker,pred_label,ESG_Label
20180220,336260,1,Governance
20180316,336260,0,Governance
20190415,336260,-1,Governance
20190422,336260,1,Environmental
20190422,336260,1,Environmental
20190423,336260,1,Environmental
20190620,336260,0,Environmental
20190620,336260,0,Governance
20190813,336260,1,Governance
20190919,336260,0,Environmental
20191001,336260,0,Social
20191001,336260,0,Social
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,1,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,-1,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191007,336260,0,Environmental
20191008,336260,0,Environmental
20191018,336260,0,Environmental
20191018,336260,0,Environmental
20191018,336260,1,Environmental
20191018,336260,0,Environmental
20191020,336260,0,Environmental
20191022,336260,0,Social
20191022,336260,0,Social
20191022,336260,0,Social
20191024,336260,-1,Environmental
20191025,336260,1,Governance
20191025,336260,1,Environmental
20191028,336260,0,Environmental
20191030,336260,1,Governance
20191030,336260,1,Governance
20191030,336260,1,Governance
20191031,336260,1,Governance
20191031,336260,1,Governance
20191114,336260,1,Governance
20191114,336260,1,Governance
20191114,336260,0,Environmental
20191115,336260,-1,Governance
20191118,336260,1,Governance
20191119,336260,1,Governance
20191119,336260,1,Governance
20191119,336260,1,Governance
20191203,336260,0,Environmental
20191206,336260,1,Governance
20191206,336260,1,Governance
20191206,336260,1,Governance
20191206,336260,1,Governance
20191206,336260,1,Governance
20191210,336260,1,Governance
20191213,336260,1,Governance
20191213,336260,1,Environmental
20191213,336260,1,Governance
20191213,336260,1,Environmental
20191213,336260,1,Environmental
20191227,336260,1,Governance
20191227,336260,1,Governance
20191227,336260,1,Governance
20191227,336260,1,Governance
20191227,336260,1,Governance
20191227,336260,1,Governance
20191230,336260,1,Governance
20200120,336260,1,Governance
20200120,336260,1,Governance
20200120,336260,1,Governance
20200210,336260,1,Governance
20200210,336260,1,Environmental
20200210,336260,1,Environmental
20200211,336260,1,Environmental
20200311,336260,1,Environmental
20200311,336260,1,Governance
20200311,336260,1,Environmental
20200311,336260,1,Governance
20200320,336260,0,Environmental
20200330,336260,1,Governance
20200408,336260,1,Governance
20200408,336260,1,Governance
20200408,336260,1,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,-1,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200414,336260,0,Environmental
20200415,336260,0,Environmental
20200420,336260,1,Governance
20200506,336260,-1,Governance
20200506,336260,-1,Governance
20200506,336260,-1,Governance
20200506,336260,-1,Governance
20200506,336260,-1,Governance
20200506,336260,-1,Governance
20200507,336260,-1,Social
20200507,336260,0,Environmental
20200511,336260,1,Governance
20200511,336260,-1,Environmental
20200512,336260,-1,Environmental
20200512,336260,1,Governance
20200525,336260,0,Environmental
20200526,336260,1,Environmental
20200608,336260,-1,Environmental
20200608,336260,0,Environmental
20200611,336260,1,Environmental
20200611,336260,0,Environmental
20200616,336260,1,Environmental
20200618,336260,1,Environmental
20200618,336260,1,Environmental
20200623,336260,0,Environmental
20200623,336260,0,Environmental
20200623,336260,1,Environmental
20200623,336260,1,Environmental
20200623,336260,1,Environmental
20200629,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200713,336260,0,Environmental
20200713,336260,1,Environmental
20200713,336260,1,Environmental
20200717,336260,-1,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200728,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200813,336260,0,Environmental
20200824,336260,1,Environmental
20200904,336260,0,Governance
20200904,336260,0,Governance
20200904,336260,0,Governance
20200904,336260,0,Governance
20200904,336260,0,Governance
20200904,336260,0,Governance
20200904,336260,1,Governance
20200904,336260,0,Governance
