일자,ticker,pred_label,ESG_Label
20210102,001060,1,Social
20210205,001060,0,Governance
20210205,001060,-1,Governance
20210208,001060,-1,Governance
20210318,001060,0,Environmental
20210504,001060,1,Governance
20210521,001060,0,Environmental
20210625,001060,1,Governance
20210730,001060,1,Social
20210922,001060,0,Environmental
20211029,001060,0,Governance
20211101,001060,0,Governance
20211119,001060,-1,Social
20211203,001060,0,Environmental
20211203,001060,0,Environmental
20211204,001060,1,Environmental
20211204,001060,0,Environmental
20211220,001060,0,Governance
