일자,ticker,pred_label,ESG_Label
20160201,008730,0,Governance
20160201,008730,0,Governance
20160201,008730,0,Governance
20160201,008730,0,Governance
20160201,008730,0,Governance
20160201,008730,0,Governance
20160201,008730,0,Governance
20160212,008730,0,Governance
20160226,008730,1,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170207,008730,0,Governance
20170507,008730,1,Governance
20170516,008730,0,Governance
20170516,008730,0,Governance
20170929,008730,1,Governance
20170929,008730,1,Social
20170929,008730,0,Social
20180202,008730,0,Governance
20180202,008730,0,Governance
20180524,008730,1,Governance
20180614,008730,0,Social
20180814,008730,0,Governance
20181114,008730,0,Governance
20190128,008730,0,Governance
20190201,008730,0,Governance
20190201,008730,-1,Governance
20190201,008730,0,Governance
20190201,008730,-1,Governance
20190401,008730,0,Governance
20190515,008730,0,Governance
20190725,008730,-1,Environmental
20190725,008730,1,Environmental
20190726,008730,1,Environmental
20190726,008730,1,Environmental
20190726,008730,1,Environmental
20190726,008730,1,Environmental
20190726,008730,0,Environmental
20190729,008730,1,Environmental
20190812,008730,1,Governance
20200203,008730,0,Governance
20200210,008730,0,Governance
20200210,008730,0,Governance
20200224,008730,0,Governance
20200310,008730,1,Governance
20201127,008730,0,Governance
20210113,008730,1,Environmental
20210113,008730,1,Environmental
20210524,008730,0,Environmental
20210914,008730,1,Governance
20210914,008730,1,Environmental
20210923,008730,1,Governance
20220207,008730,0,Governance
20220215,008730,0,Governance
20220215,008730,0,Governance
20220215,008730,0,Governance
20220221,008730,1,Governance
20220228,008730,-1,Environmental
20220228,008730,0,Environmental
20220901,008730,0,Governance
20220928,008730,1,Environmental
20220928,008730,1,Governance
20220928,008730,1,Environmental
20220928,008730,1,Environmental
20220928,008730,1,Governance
20220928,008730,1,Environmental
20220928,008730,1,Environmental
20220928,008730,1,Environmental
20220929,008730,0,Environmental
20220929,008730,1,Environmental
20220929,008730,1,Environmental
20220929,008730,1,Environmental
20220930,008730,1,Environmental
20221101,008730,1,Environmental
20221101,008730,1,Governance
20221123,008730,1,Environmental
20230206,008730,0,Governance
20231004,008730,-1,Environmental
20231023,008730,0,Governance
20231103,008730,0,Environmental
20240104,008730,1,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240331,008730,0,Environmental
20240401,008730,0,Environmental
20240616,008730,0,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240731,008730,-1,Environmental
20240801,008730,-1,Environmental
20241223,008730,1,Social
20241223,008730,1,Social
20241224,008730,1,Social
