month,kospi200,bt20_short_20,bt20_short_40,bt20_short_60,bt20_short_80,bt20_short_100,bt20_short_120,bt120_long_20,bt120_long_40,bt120_long_60,bt120_long_80,bt120_long_100,bt120_long_120,bt20_ens_20,bt20_ens_40,bt20_ens_60,bt20_ens_80,bt20_ens_100,bt20_ens_120
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,-0.9961685823754749,-0.8080808080807742,-0.44444444444442865,-0.18912529550827628,0.10101010101011809,0.31746031746031633,2.6984126984126817,1.269841269841308,0.5555555555555571,-0.18912529550827628,-0.44444444444442865,-0.6708595387840575,3.888888888888914,4.251207729468604,4.444444444444429,1.9385342789598212,2.0772946859903385,6.919191919191945
2023-03-01,0.0,-6.632277081798051,-5.5124223602484435,-4.987212276214812,-4.619565217391283,-4.20289855072464,-3.8928210313447593,2.9235382308845814,3.0193236714976024,2.5450689289501938,-4.619565217391283,-4.987212276214812,-5.3140096618357475,-2.8695652173912762,-2.5362318840579334,-1.29509713228488,-3.1376064545046702,-1.9221967963386462,-0.654511453950434
2023-04-01,0.0,-2.249777249777239,-1.7319043181112121,-1.4065952745197805,-1.1801801801801801,-0.9248610312440064,-0.7357357357357301,3.5917496443812453,3.859367842418692,4.023799919322293,-1.1801801801801801,-1.4065952745197805,-1.6087516087516036,0.7269928156004255,0.3022759601706966,0.1531531531531627,-0.6050167814873646,-0.10291748702344705,0.4126609831307775
2023-05-01,0.0,-2.5059008654602977,-2.160278745644618,-1.8326247482658644,-1.60549372484018,-1.3502640181041414,-1.1618148439549216,1.1201445347786425,0.8159117305458494,0.681905248371816,-1.60549372484018,-1.8326247482658644,-1.601272534464492,0.17738359201768716,0.5479135360073819,0.518292682926802,0.5479135360073819,0.847240051347864,1.1523506539413013
2023-06-01,0.0,1.9618886698582543,1.2096380840893346,-1.9280820098794322,-4.920884300302987,-8.27139204376526,-11.290022914473269,5.6012074459164864,4.477611940298502,2.485580067788547,1.4700931433060163,3.765868168056514,5.151012613699166,1.0053897180762732,-0.21552885392532062,-1.0168935542070017,-0.21552885392532062,-0.613297150610606,-1.3831939205073667
2023-07-01,0.0,-750.0,-380.0,227.77777777777771,426.0,537.5,597.3684210526317,4250.0,inf,-1070.0,-475.0,-4750.000000000001,6749.999999999999,-250.0,34.61538461538464,156.66666666666663,34.61538461538464,100.0,206.25
2023-08-01,0.0,-4.197303921568633,-3.7780966044954454,-3.0812324929972306,-2.811690714021452,-2.5098039215686327,-2.6348039215686327,13.725490196078425,12.54901960784315,12.990196078431396,-2.811690714021452,-3.0812324929972306,-3.3233632436025147,2.7629233511586193,2.8486866444690833,4.336349924585221,3.7920828708841725,4.537815126050404,6.072720350276043
2023-09-01,0.0,14.725286052984217,10.609951845906892,0.8778089887640306,-7.19224595629089,-16.200679383329003,-24.97446373850869,7.127808988764031,6.872305844109917,14.419475655430716,8.192369428324469,13.898642322097345,17.05973968183332,7.752808988764031,4.667702605785308,2.59151866618339,4.895666131621169,3.603872818551281,2.0538842575812453
2023-10-01,0.0,-0.8823529411764213,-5.369532428355981,-3.6601307189542354,-5.88235294117645,-5.882352941176492,-9.215686274509764,1.040723981900456,-2.8054298642533837,4.117647058823508,-0.8823529411764213,-2.8054298642533837,3.149905123339636,-5.369532428355981,-8.598402323892529,-11.596638655462186,-8.598402323892529,-11.42452161587525,-11.764705882352942
2023-11-01,0.0,-10.223765432098787,-7.194767441860478,-0.6250000000000142,2.7840909090909065,5.75929752066115,7.644230769230774,-1.8538135593220346,-2.2629310344827616,-7.110507246376812,-4.050925925925924,-9.159482758620697,-11.927816901408448,-1.3808139534883708,-0.2840909090909207,0.7638888888888999,-0.8522727272727337,-0.03511235955056691,1.5453296703296786
2023-12-01,0.0,-1.2820512820512988,-0.6666666666666856,2.2222222222221717,4.761904761904702,7.692307692307679,11.7117117117117,26.19047619047612,24.76190476190476,20.833333333333258,4.761904761904702,2.2222222222221717,-2.083333333333343,33.33333333333326,30.769230769230717,33.33333333333326,25.833333333333286,28.205128205128148,38.738738738738704
2024-01-01,0.0,-4.309006211180083,-4.276315789473671,-4.021546635182993,-3.7750626566415804,-3.496328437917228,-4.0135228848821,7.992160278745658,7.370448179271733,7.864906832298175,-3.7750626566415804,-4.021546635182993,-3.761248593925771,1.488095238095255,1.200738916256185,1.488095238095255,-0.22130647130644832,1.777950310559035,2.963021491782584
2024-02-01,0.0,-1.9819819819819884,-1.6367769638797611,-0.31878031878029844,0.19682726204464274,0.7780034369629902,1.133181374145238,6.037304910544371,5.829238329238336,5.9948390601657096,0.19682726204464274,-0.31878031878029844,-0.11865524060643651,-0.21621621621619624,0.053213835597262005,0.625889046941694,0.053213835597262005,0.24211711711714656,0.625889046941694
2024-03-01,0.0,0.49802918930437556,0.2976190476190652,0.2321054207846771,0.13438310251061125,0.025115531444654948,0.04177109440269078,-6.502435957881488,-6.530158730158718,-6.521678164787701,0.13438310251061125,0.2321054207846771,0.32002048131080585,-1.3772175536881406,-1.030538958295594,-1.4224664224664139,-1.030538958295594,-1.28741063855567,-1.4224664224664139
2024-04-01,0.0,-3.5294117647058982,-2.7490996398559417,-2.091503267973877,-2.3529411764706083,-1.3970588235294343,-1.5431627196333295,35.0802139037433,34.70588235294113,34.820473644003016,-2.3529411764706083,-2.091503267973877,-2.9102167182662413,1.2165775401069396,0.02735978112173143,2.35294117647058,1.1901504787961557,2.35294117647058,2.35294117647058
2024-05-01,0.0,-3.409090909090942,-2.9013961605584697,-2.651515151515163,-1.8574297188755011,-1.8842887473460976,-1.4624724061810284,6.51041666666665,6.698312236286895,6.680633147113575,-1.8574297188755011,-2.651515151515163,-2.590090090090129,2.7380952380952266,2.401960784313715,2.380952380952394,1.5350877192982395,1.813725490196049,2.380952380952394
2024-06-01,0.0,-2.5242437400492044,-2.072213500784926,-1.1564625850340136,-0.9871061395269507,-0.7982662091385215,-0.7414341883542619,4.960753532182107,3.358455415361149,3.0559916274202052,-0.9871061395269507,-1.1564625850340136,-0.9318444358875411,-1.19309262166405,-0.7596371882086181,-0.43930825342184576,-0.7596371882086181,-0.6537116838767112,-0.43930825342184576
2024-07-01,0.0,0.6993006993006929,0.5398110661268589,0.24189646831155898,0.4584819154355557,0.3496503496503536,0.13935340022297282,-4.23375074537865,-3.6874236874236885,-3.8461538461538467,0.4584819154355557,0.24189646831155898,0.18369690011481055,-0.49249530956847565,-0.5546177959971033,-0.6815968841285382,-0.2411381721726542,-0.3870343492985029,-0.6815968841285382
2024-08-01,0.0,-2.6041666666666785,-2.284946236559172,-1.6472868217054284,-1.9308943089431096,-1.3172043010752716,-0.8668903803132011,6.51041666666665,4.799578059071692,5.290262172284628,-1.9308943089431096,-1.6472868217054284,-1.6344383057090397,2.7380952380952266,2.401960784313715,2.380952380952394,1.5350877192982395,1.813725490196049,2.380952380952394
2024-09-01,0.0,0.6159554730983245,0.29045325995566884,0.18926925608953127,0.2507782774126568,-0.1275510204081769,-0.09448223733937766,-2.302459445316586,-1.4405762304921979,-1.5780289811091706,0.2507782774126568,0.18926925608953127,0.3205880053170702,-4.097331240188389,-3.798185941043087,-4.032456356036398,-3.4013605442176953,-4.008455972030248,-4.434062781739215
2024-10-01,0.0,9.239436619718305,5.343065693430674,-3.3700787401574814,-11.933884297520649,-21.01754385964915,-29.45454545454544,6.526315789473671,6.338983050847446,11.939849624060145,4.595041322314046,8.440944881889763,11.37313432835822,1.5737704918032875,-1.8151260504201616,-5.025641025641022,-1.5,-3.830508474576277,-7.103448275862064
2024-11-01,0.0,-54.152046783625764,-27.46031746031744,13.111111111111114,39.04214559386975,57.264957264957275,69.16666666666669,-20.317460317460274,-20.31746031746033,-58.263888888888886,-19.941520467836227,-46.03174603174605,-70.10101010101008,-3.650793650793645,11.111111111111114,21.94444444444443,8.888888888888857,17.068557919621753,29.111111111111143
2024-12-01,0.0,-3.6576168929110224,-2.529411764705884,-2.877237851662386,-1.6063348416289784,-0.16875602700096692,-0.2243270189431712,13.970588235294116,11.47058823529413,13.410886742756787,-1.6063348416289784,-2.877237851662386,-4.008863819500405,4.547511312217182,4.645191409897279,4.696394686907013,3.033088235294116,3.0578898225956976,6.3886210221793505
