ranking,ticker,date,score_short,score_long,score_ens,top1_feature_group,top2_feature_group,top3_feature_group,top1_features,top2_features,top3_features
11,267250,2024-09-13,0.024807291,0.0,0.0124036455,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,271560,2024-09-13,0.023565592,0.0,0.011782796,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
13,97950,2024-09-13,0.022840668,0.0,0.011420334,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
14,69260,2024-09-13,0.022230646,0.0,0.011115323,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,4990,2024-09-13,0.021954598,0.0,0.010977299,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
16,34730,2024-09-13,0.021848086,0.0,0.010924043,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
17,880,2024-09-13,0.02162691,0.0,0.010813455,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
18,8770,2024-09-13,0.020577772,0.0,0.010288886,technical,esg,value,"volatility_60d, volatility_20d, volatility","esg_score, environmental_score, social_score","turnover, net_income, roe"
19,15760,2024-09-13,0.020430245,0.0,0.0102151225,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
20,12330,2024-09-13,0.018753702,0.0,0.009376851,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
1,5930,2024-10-21,0.101997055,0.0,0.0509985275,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,32640,2024-10-21,0.04016556,0.0,0.02008278,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
3,880,2024-10-21,0.0357659,0.0,0.01788295,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,28260,2024-10-21,0.035626516,0.0,0.017813258,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
5,17670,2024-10-21,0.033226013,0.0,0.0166130065,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,34730,2024-10-21,0.031985495,0.0,0.0159927475,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
7,7070,2024-10-21,0.030921195,0.0,0.0154605975,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,3550,2024-10-21,0.030443225,0.0,0.0152216125,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
