ranking,ticker,date,score_short,score_long,score_ens,top1_feature_group,top2_feature_group,top3_feature_group,top1_features,top2_features,top3_features
9,5300,2024-10-21,0.029583015,0.0,0.0147915075,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
10,15760,2024-10-21,0.02895008,0.0,0.01447504,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,69960,2024-10-21,0.026569739,0.0,0.0132848695,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,5490,2024-10-21,0.025624108,0.0,0.012812054,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
13,240,2024-10-21,0.024763372,0.0,0.012381686,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
14,5380,2024-10-21,0.023832664,0.0,0.011916332,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
15,4170,2024-10-21,0.023797777,0.0,0.0118988885,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,18260,2024-10-21,0.023245256,0.0,0.011622628,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,29780,2024-10-21,0.022625923,0.0,0.0113129615,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,24110,2024-10-21,0.021818489,0.0,0.0109092445,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
19,4990,2024-10-21,0.02167058,0.0,0.01083529,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,10950,2024-10-21,0.021629993,0.0,0.0108149965,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,34730,2024-11-18,0.056919433,0.0,0.0284597165,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
2,24110,2024-11-18,0.048459224,0.0,0.024229612,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
3,5380,2024-11-18,0.044649728,0.0,0.022324864,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,32640,2024-11-18,0.039481614,0.0,0.019740807,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
5,96770,2024-11-18,0.03567174,0.0,0.01783587,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,69260,2024-11-18,0.033542775,0.0,0.0167713875,technical,news,esg,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","esg_score, environmental_score, social_score"
7,3550,2024-11-18,0.032953672,0.0,0.016476836,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
8,139130,2024-11-18,0.032689806,0.0,0.016344903,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,69960,2024-11-18,0.032354183,0.0,0.0161770915,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
10,23530,2024-11-18,0.032286145,0.0,0.0161430725,technical,news,esg,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","esg_score, environmental_score, social_score"
11,4020,2024-11-18,0.031628013,0.0,0.0158140065,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
12,51910,2024-11-18,0.031441905,0.0,0.0157209525,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,720,2024-11-18,0.030729143,0.0,0.0153645715,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
14,17670,2024-11-18,0.030266216,0.0,0.015133108,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,9970,2024-11-18,0.029930947,0.0,0.0149654735,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
16,30000,2024-11-18,0.029486215,0.0,0.0147431075,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,285130,2024-11-18,0.029060304,0.0,0.014530152,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
18,4990,2024-11-18,0.029032694,0.0,0.014516347,technical,esg,value,"volatility_60d, volatility_20d, volatility","esg_score, environmental_score, social_score","turnover, net_income, roe"
19,1800,2024-11-18,0.02895399,0.0,0.014476995,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
20,88350,2024-11-18,0.027783182,0.0,0.013891591,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
