date,ranking_type,rank,ticker,score_short,score_long,score_ens,top1_feature,top2_feature,top3_feature
2023-01-31,short,7,17670,0.038302373,0.031744108,0.0350232422351837,score_short,score_long,score_ens
2023-01-31,short,8,1040,0.036903758,0.028814899,0.0328593291342258,score_short,score_long,score_ens
2023-01-31,short,9,12330,0.036183942,0.027709099,0.0319465212523937,score_short,score_long,score_ens
2023-01-31,short,10,3240,0.03572828,0.03608062,0.0359044522047042,score_short,score_long,score_ens
2023-01-31,short,11,128940,0.033702083,0.018621085,0.0261615850031375,score_short,score_long,score_ens
2023-01-31,short,12,79550,0.033493776,0.00036701863,0.0169303975999355,score_short,score_ens,score_long
2023-01-31,short,13,28260,0.03299725,0.032075923,0.0325365886092186,score_short,score_long,score_ens
2023-01-31,short,14,30200,0.032616105,0.025309732,0.028962917625904,score_short,score_long,score_ens
2023-01-31,short,15,100,0.031369563,0.026518198,0.0289438813924789,score_short,score_long,score_ens
2023-01-31,short,16,207940,0.030881172,0.02024369,0.0255624316632747,score_short,score_long,score_ens
2023-01-31,short,17,4370,0.030708402,0.03039706,0.0305527299642562,score_short,score_long,score_ens
2023-01-31,short,18,10120,0.030689722,0.013212601,0.0219511613249778,score_short,score_ens,score_long
2023-01-31,short,19,282330,0.030671204,0.0071377065,0.0189044550061225,score_short,score_ens,score_long
2023-01-31,short,20,240,0.030323807,0.026285248,0.0283045284450054,score_short,score_long,score_ens
2023-01-31,short,21,3410,0.03030798,0.02499054,0.0276492610573768,score_short,score_long,score_ens
2023-01-31,short,22,120,0.029610699,0.018616317,0.0241135079413652,score_short,score_long,score_ens
2023-01-31,short,23,32640,0.029323105,0.03180869,0.0305658970028162,score_short,score_long,score_ens
2023-01-31,short,24,1680,0.029193627,0.024293886,0.0267437566071748,score_short,score_long,score_ens
2023-01-31,short,25,137310,0.029152991,0.03165074,0.0304018668830394,score_short,score_long,score_ens
2023-01-31,short,26,69260,0.02848548,0.027791684,0.0281385816633701,score_short,score_long,score_ens
2023-01-31,short,27,5490,0.028030936,0.018432785,0.0232318602502346,score_short,score_long,score_ens
2023-01-31,short,28,241560,0.027684245,0.033333544,0.0305088944733142,score_short,score_long,score_ens
2023-01-31,short,29,280360,0.02764595,0.026439685,0.0270428173243999,score_short,score_long,score_ens
2023-01-31,short,30,111770,0.027444659,0.020454774,0.0239497162401676,score_short,score_long,score_ens
2023-01-31,short,31,329180,0.026878498,0.009727173,0.0183028355240821,score_short,score_ens,score_long
2023-01-31,short,32,29780,0.026760895,0.030980378,0.0288706365972757,score_short,score_long,score_ens
2023-01-31,short,33,4000,0.026362123,0.029084234,0.0277231782674789,score_short,score_long,score_ens
2023-01-31,short,34,10130,0.026306115,0.0151894195,0.0207477677613496,score_short,score_long,score_ens
2023-01-31,short,35,80,0.025281403,0.021572191,0.0234267972409725,score_short,score_long,score_ens
2023-01-31,short,36,24110,0.025264524,0.028282797,0.0267736613750457,score_short,score_long,score_ens
2023-01-31,short,37,20000,0.024783015,0.02486514,0.0248240772634744,score_short,score_long,score_ens
2023-01-31,short,38,5300,0.024641393,0.017403938,0.0210226662456989,score_short,score_long,score_ens
2023-01-31,short,39,78930,0.024542553,0.03056067,0.0275516118854284,score_short,score_long,score_ens
2023-01-31,short,40,300720,0.024245063,0.03137564,0.0278103500604629,score_short,score_long,score_ens
2023-01-31,short,41,12750,0.02423129,0.02419281,0.0242120511829853,score_short,score_long,score_ens
2023-01-31,short,42,33780,0.024218258,0.0037550863,0.0139866722747683,score_short,score_ens,score_long
2023-01-31,short,43,23530,0.023942145,0.015703294,0.0198227204382419,score_short,score_long,score_ens
2023-01-31,short,44,8930,0.02390102,0.025873361,0.0248871892690658,score_short,score_long,score_ens
2023-01-31,short,45,17800,0.023798373,0.020204999,0.0220016855746507,score_short,score_long,score_ens
2023-01-31,short,46,185750,0.023444273,0.020453801,0.0219490379095077,score_short,score_long,score_ens
2023-01-31,short,47,10620,0.023438258,0.012089075,0.0177636668086051,score_short,score_long,score_ens
2023-01-31,short,48,7310,0.023438198,0.017629348,0.0205337740480899,score_short,score_long,score_ens
2023-01-31,short,49,35250,0.02342582,0.03674238,0.0300840996205806,score_short,score_long,score_ens
2023-01-31,short,50,5830,0.023361892,0.014952168,0.0191570296883583,score_short,score_long,score_ens
2023-02-28,long,0,1230,0.0066671995,0.0,0.0066671995446085,score_short,score_ens,score_long
2023-02-28,long,0,5440,0.015048931,0.0,0.0150489313527941,score_short,score_ens,score_long
2023-02-28,long,0,6040,-0.027455486,0.0,-0.027455486357212,score_short,score_ens,score_long
2023-02-28,long,0,8560,-0.0044132955,0.0,-0.0044132955372333,score_short,score_ens,score_long
2023-02-28,long,0,241590,0.021982854,0.0,0.021982854232192,score_short,score_ens,score_long
2023-02-28,long,1,5930,0.0065217046,0.15914978,0.082835741341114,score_long,score_ens,score_short
2023-02-28,long,2,34730,0.07614965,0.07192053,0.0740350931882858,score_long,score_short,score_ens
2023-02-28,long,3,5380,0.040256847,0.052282102,0.0462694764137268,score_long,score_short,score_ens
2023-02-28,long,4,11200,-0.035387274,0.045050975,0.004831850528717,score_long,score_short,score_ens
2023-02-28,long,5,880,0.031216945,0.03910599,0.0351614654064178,score_long,score_short,score_ens
2023-02-28,long,6,9240,0.03711146,0.038199764,0.0376556143164634,score_long,score_short,score_ens
2023-02-28,long,7,30200,0.04921423,0.03543936,0.0423267930746078,score_long,score_short,score_ens
2023-02-28,long,8,326030,0.03235734,0.03506608,0.0337117090821266,score_long,score_short,score_ens
2023-02-28,long,9,28260,0.04041363,0.034925748,0.037669688463211,score_long,score_short,score_ens
2023-02-28,long,10,78930,0.03496402,0.034765467,0.0348647460341453,score_long,score_short,score_ens
2023-02-28,long,11,4800,0.027032364,0.033428364,0.030230363830924,score_long,score_short,score_ens
2023-02-28,long,12,35250,0.04871483,0.03262055,0.0406676903367042,score_long,score_short,score_ens
2023-02-28,long,13,267250,0.02355616,0.032432556,0.0279943570494651,score_long,score_short,score_ens
2023-02-28,long,14,375500,0.038883515,0.032215618,0.0355495661497116,score_long,score_short,score_ens
2023-02-28,long,15,80,0.037967075,0.031487487,0.0347272828221321,score_long,score_short,score_ens
2023-02-28,long,16,6280,0.03326342,0.031055236,0.0321593284606933,score_long,score_short,score_ens
2023-02-28,long,17,16360,0.012934727,0.031011641,0.0219731833785772,score_long,score_ens,score_short
2023-02-28,long,18,86280,0.01950509,0.03098221,0.0252436492592096,score_long,score_short,score_ens
2023-02-28,long,19,3240,0.0014577953,0.030870521,0.016164157539606,score_long,score_ens,score_short
2023-02-28,long,20,51600,0.024687368,0.030443702,0.0275655351579189,score_long,score_short,score_ens
2023-02-28,long,21,20000,0.026468366,0.029860191,0.0281642787158489,score_long,score_short,score_ens
2023-02-28,long,22,26960,0.030183677,0.028988741,0.0295862089842557,score_long,score_short,score_ens
2023-02-28,long,23,19170,0.028485402,0.02890338,0.0286943912506103,score_long,score_short,score_ens
2023-02-28,long,24,1440,0.042579878,0.028782267,0.0356810726225376,score_long,score_short,score_ens
2023-02-28,long,25,10950,0.029163297,0.02869821,0.0289307534694671,score_long,score_short,score_ens
2023-02-28,long,26,32640,0.019832097,0.028654896,0.0242434963583946,score_long,score_short,score_ens
2023-02-28,long,27,96770,0.03894234,0.028610473,0.03377640619874,score_long,score_short,score_ens
2023-02-28,long,28,17670,0.029770084,0.028253678,0.0290118809789419,score_long,score_short,score_ens
2023-02-28,long,29,12330,0.0139863575,0.028032858,0.0210096072405576,score_long,score_ens,score_short
2023-02-28,long,30,57050,0.030407332,0.027982587,0.0291949585080146,score_long,score_short,score_ens
2023-02-28,long,31,31430,0.027631197,0.027977921,0.0278045590966939,score_long,score_short,score_ens
2023-02-28,long,32,23530,0.03393169,0.027821189,0.0308764390647411,score_long,score_short,score_ens
2023-02-28,long,33,69960,0.038190793,0.027315248,0.0327530205249786,score_long,score_short,score_ens
2023-02-28,long,34,138930,0.028840587,0.027128564,0.0279845744371414,score_long,score_short,score_ens
2023-02-28,long,35,3090,0.041764498,0.026981061,0.0343727804720401,score_long,score_short,score_ens
2023-02-28,long,36,6360,0.014335554,0.026494188,0.0204148702323436,score_long,score_short,score_ens
2023-02-28,long,37,30000,0.03884984,0.026484994,0.0326674170792102,score_long,score_short,score_ens
2023-02-28,long,38,302440,0.028219366,0.026384853,0.0273021087050437,score_long,score_short,score_ens
2023-02-28,long,39,4170,0.025087144,0.026222967,0.0256550554186105,score_long,score_short,score_ens
2023-02-28,long,40,29780,0.0128256865,0.026216626,0.0195211563259363,score_long,score_ens,score_short
2023-02-28,long,41,285130,0.033574164,0.025668513,0.0296213384717702,score_long,score_short,score_ens
2023-02-28,long,42,3490,0.025582528,0.02563154,0.0256070345640182,score_long,score_short,score_ens
2023-02-28,long,43,97950,0.03483588,0.025549345,0.0301926117390394,score_long,score_short,score_ens
2023-02-28,long,44,4000,0.006809055,0.025524132,0.0161665938794612,score_long,score_ens,score_short
2023-02-28,long,45,192080,0.021409849,0.025373949,0.0233918987214565,score_long,score_short,score_ens
2023-02-28,short,1,15760,0.16769068,-0.005833583,0.080928549170494,score_short,score_ens,score_long
2023-02-28,short,2,34730,0.07614965,0.07192053,0.0740350931882858,score_short,score_long,score_ens
2023-02-28,short,3,30200,0.04921423,0.03543936,0.0423267930746078,score_short,score_long,score_ens
2023-02-28,short,4,35250,0.04871483,0.03262055,0.0406676903367042,score_short,score_long,score_ens
2023-02-28,short,5,69620,0.04810109,0.023060316,0.0355807021260261,score_short,score_ens,score_long
2023-02-28,short,6,1440,0.042579878,0.028782267,0.0356810726225376,score_short,score_long,score_ens
2023-02-28,short,7,36460,0.04216997,0.019059129,0.0306145492941141,score_short,score_ens,score_long
2023-02-28,short,8,3090,0.041764498,0.026981061,0.0343727804720401,score_short,score_long,score_ens
2023-02-28,short,9,28260,0.04041363,0.034925748,0.037669688463211,score_short,score_long,score_ens
2023-02-28,short,10,5380,0.040256847,0.052282102,0.0462694764137268,score_short,score_long,score_ens
2023-02-28,short,11,96770,0.03894234,0.028610473,0.03377640619874,score_short,score_long,score_ens
2023-02-28,short,12,375500,0.038883515,0.032215618,0.0355495661497116,score_short,score_long,score_ens
2023-02-28,short,13,30000,0.03884984,0.026484994,0.0326674170792102,score_short,score_long,score_ens
2023-02-28,short,14,69960,0.038190793,0.027315248,0.0327530205249786,score_short,score_long,score_ens
2023-02-28,short,15,80,0.037967075,0.031487487,0.0347272828221321,score_short,score_long,score_ens
2023-02-28,short,16,120,0.037661627,0.022979576,0.0303206015378236,score_short,score_long,score_ens
2023-02-28,short,17,14820,0.037584998,0.021776889,0.0296809431165456,score_short,score_long,score_ens
2023-02-28,short,18,9240,0.03711146,0.038199764,0.0376556143164634,score_short,score_long,score_ens
2023-02-28,short,19,17800,0.035581782,0.023117455,0.0293496176600456,score_short,score_long,score_ens
2023-02-28,short,20,78930,0.03496402,0.034765467,0.0348647460341453,score_short,score_long,score_ens
2023-02-28,short,21,97950,0.03483588,0.025549345,0.0301926117390394,score_short,score_long,score_ens
2023-02-28,short,22,23530,0.03393169,0.027821189,0.0308764390647411,score_short,score_long,score_ens
2023-02-28,short,23,285130,0.033574164,0.025668513,0.0296213384717702,score_short,score_long,score_ens
2023-02-28,short,24,6280,0.03326342,0.031055236,0.0321593284606933,score_short,score_long,score_ens
2023-02-28,short,25,326030,0.03235734,0.03506608,0.0337117090821266,score_short,score_long,score_ens
2023-02-28,short,26,20560,0.03227425,-0.06660265,-0.0171641986817121,score_short,score_long,score_ens
2023-02-28,short,27,4990,0.032199617,0.025269045,0.0287343300879001,score_short,score_long,score_ens
2023-02-28,short,28,1120,0.03191778,0.025332365,0.0286250729113817,score_short,score_long,score_ens
2023-02-28,short,29,137310,0.03160424,0.020440033,0.0260221362113952,score_short,score_long,score_ens
2023-02-28,short,30,10620,0.031507257,0.0117652165,0.0216362364590168,score_short,score_ens,score_long
2023-02-28,short,31,68270,0.031305898,0.010697724,0.0210018120706081,score_short,score_ens,score_long
2023-02-28,short,32,880,0.031216945,0.03910599,0.0351614654064178,score_short,score_long,score_ens
2023-02-28,short,33,271940,0.030881902,0.024801737,0.0278418194502592,score_short,score_long,score_ens
2023-02-28,short,34,10120,0.030622192,0.014693035,0.0226576142013072,score_short,score_ens,score_long
2023-02-28,short,35,7310,0.030480217,0.01913343,0.0248068235814571,score_short,score_long,score_ens
2023-02-28,short,36,57050,0.030407332,0.027982587,0.0291949585080146,score_short,score_long,score_ens
2023-02-28,short,37,26960,0.030183677,0.028988741,0.0295862089842557,score_short,score_long,score_ens
2023-02-28,short,38,13890,0.02989311,0.023348277,0.0266206935048103,score_short,score_long,score_ens
2023-02-28,short,39,17670,0.029770084,0.028253678,0.0290118809789419,score_short,score_long,score_ens
2023-02-28,short,40,259960,0.029682057,0.02454063,0.0271113440394401,score_short,score_long,score_ens
2023-02-28,short,41,47040,0.029642297,0.014768434,0.0222053658217191,score_short,score_ens,score_long
2023-02-28,short,42,3850,0.029402038,0.02338012,0.026391077786684,score_short,score_long,score_ens
2023-02-28,short,43,10950,0.029163297,0.02869821,0.0289307534694671,score_short,score_long,score_ens
2023-02-28,short,44,138930,0.028840587,0.027128564,0.0279845744371414,score_short,score_long,score_ens
2023-02-28,short,45,19170,0.028485402,0.02890338,0.0286943912506103,score_short,score_long,score_ens
2023-02-28,short,46,175330,0.028429653,0.016109876,0.0222697649151086,score_short,score_long,score_ens
2023-02-28,short,47,302440,0.028219366,0.026384853,0.0273021087050437,score_short,score_long,score_ens
2023-02-28,short,48,660,0.0279439,0.008189632,0.0180667657405138,score_short,score_ens,score_long
2023-02-28,short,49,31430,0.027631197,0.027977921,0.0278045590966939,score_short,score_long,score_ens
2023-02-28,short,50,79550,0.027168319,0.0099285245,0.0185484215617179,score_short,score_ens,score_long
2023-03-29,long,0,1230,0.025439547,0.0,0.0254395473748445,score_short,score_ens,score_long
2023-03-29,long,0,6040,0.011644191,0.0,0.011644191108644,score_short,score_ens,score_long
2023-03-29,long,0,241590,0.03437108,0.0,0.034371081739664,score_short,score_ens,score_long
2023-03-29,long,1,5930,0.008513629,0.18989158,0.0992026031017303,score_long,score_ens,score_short
2023-03-29,long,2,34730,0.06756953,0.07035824,0.068963885307312,score_long,score_short,score_ens
2023-03-29,long,3,11200,0.004170796,0.053944938,0.0290578678250312,score_long,score_ens,score_short
2023-03-29,long,4,5380,0.046045296,0.052549504,0.0492973998188972,score_long,score_short,score_ens
2023-03-29,long,5,326030,0.030062353,0.047200285,0.0386313199996948,score_long,score_short,score_ens
2023-03-29,long,6,880,0.02808185,0.044385627,0.0362337380647659,score_long,score_short,score_ens
2023-03-29,long,7,69620,0.03688562,0.037304714,0.0370951667428016,score_long,score_short,score_ens
2023-03-29,long,8,9830,-0.0039710337,0.037009887,0.0165194272994995,score_long,score_ens,score_short
2023-03-29,long,9,28260,0.021854844,0.032459788,0.0271573159843683,score_long,score_short,score_ens
2023-03-29,long,10,139480,0.02619837,0.032368116,0.0292832441627979,score_long,score_short,score_ens
2023-03-29,long,11,3090,0.041175924,0.031019906,0.036097913980484,score_long,score_short,score_ens
2023-03-29,long,12,35250,0.019314393,0.03095766,0.0251360274851322,score_long,score_short,score_ens
2023-03-29,long,13,3240,0.03164201,0.028842477,0.0302422419190406,score_long,score_short,score_ens
2023-03-29,long,14,4990,0.042677745,0.028461756,0.0355697497725486,score_long,score_short,score_ens
2023-03-29,long,15,4800,0.016794322,0.027043566,0.0219189450144767,score_long,score_short,score_ens
2023-03-29,long,16,120,0.0273086,0.025901739,0.0266051702201366,score_long,score_short,score_ens
2023-03-29,long,17,210,0.042415604,0.025896847,0.0341562256217002,score_long,score_short,score_ens
2023-03-29,long,18,12330,0.018689457,0.025678355,0.0221839062869548,score_long,score_short,score_ens
2023-03-29,long,19,2380,0.038707145,0.02554644,0.0321267917752265,score_long,score_short,score_ens
2023-03-29,long,20,32640,0.015003102,0.0254953,0.0202492009848356,score_long,score_short,score_ens
2023-03-29,long,21,267250,0.016560305,0.024593808,0.0205770563334226,score_long,score_short,score_ens
2023-03-29,long,22,78930,0.0132915005,0.024084784,0.0186881422996521,score_long,score_short,score_ens
2023-03-29,long,23,270,-0.010301884,0.023641843,0.0066699795424938,score_long,score_short,score_ens
2023-03-29,long,24,97950,0.014265376,0.023601571,0.0189334731549024,score_long,score_short,score_ens
2023-03-29,long,25,285130,0.033181436,0.023491243,0.0283363386988639,score_long,score_short,score_ens
2023-03-29,long,26,280360,0.039170694,0.02336275,0.0312667228281497,score_long,score_short,score_ens
2023-03-29,long,27,4000,0.013419351,0.023326797,0.0183730740100145,score_long,score_short,score_ens
2023-03-29,long,28,192080,0.017439133,0.0232697,0.0203544162213802,score_long,score_short,score_ens
2023-03-29,long,29,240,0.040279426,0.022535743,0.0314075835049152,score_long,score_short,score_ens
2023-03-29,long,30,100,0.022573996,0.022245282,0.0224096402525901,score_long,score_short,score_ens
2023-03-29,long,31,5250,0.026286947,0.022215044,0.0242509953677654,score_long,score_short,score_ens
2023-03-29,long,32,137310,0.03310961,0.022133803,0.0276217050850391,score_long,score_short,score_ens
2023-03-29,long,33,80,0.03523333,0.022045162,0.0286392457783222,score_long,score_short,score_ens
2023-03-29,long,34,16360,0.024200955,0.021792158,0.0229965560138225,score_long,score_short,score_ens
2023-03-29,long,35,30000,0.02832767,0.021724408,0.0250260382890701,score_long,score_short,score_ens
2023-03-29,long,36,71050,0.037232384,0.021445049,0.0293387174606323,score_long,score_short,score_ens
2023-03-29,long,37,20000,0.01860408,0.021307081,0.0199555791914463,score_long,score_short,score_ens
2023-03-29,long,38,13890,0.03077188,0.021153452,0.0259626656770706,score_long,score_short,score_ens
2023-03-29,long,39,69960,0.01121103,0.021100692,0.0161558613181114,score_long,score_short,score_ens
2023-03-29,long,40,120110,0.024420865,0.021099133,0.0227600000798702,score_long,score_short,score_ens
2023-03-29,long,41,26960,0.0039888853,0.021079043,0.0125339645892381,score_long,score_ens,score_short
2023-03-29,long,42,6280,0.003326264,0.020887671,0.0121069671586155,score_long,score_ens,score_short
2023-03-29,long,43,302440,0.007443526,0.019963624,0.0137035753577947,score_long,score_ens,score_short
2023-03-29,long,44,19170,0.028353605,0.019373193,0.0238633994013071,score_long,score_short,score_ens
2023-03-29,long,45,35720,0.010226882,0.019299418,0.0147631503641605,score_long,score_short,score_ens
2023-03-29,long,46,33780,0.014190377,0.019064223,0.016627300530672,score_long,score_short,score_ens
2023-03-29,long,47,69260,0.019815397,0.018969892,0.0193926431238651,score_long,score_short,score_ens
2023-03-29,short,1,15760,0.1286564,-0.016495273,0.0560805648565292,score_short,score_ens,score_long
2023-03-29,short,2,34730,0.06756953,0.07035824,0.068963885307312,score_short,score_long,score_ens
2023-03-29,short,3,5380,0.046045296,0.052549504,0.0492973998188972,score_short,score_long,score_ens
2023-03-29,short,4,23530,0.04533748,0.017040364,0.0311889220029115,score_short,score_ens,score_long
2023-03-29,short,5,4990,0.042677745,0.028461756,0.0355697497725486,score_short,score_long,score_ens
2023-03-29,short,6,210,0.042415604,0.025896847,0.0341562256217002,score_short,score_long,score_ens
2023-03-29,short,7,3090,0.041175924,0.031019906,0.036097913980484,score_short,score_long,score_ens
2023-03-29,short,8,240,0.040279426,0.022535743,0.0314075835049152,score_short,score_long,score_ens
2023-03-29,short,9,280360,0.039170694,0.02336275,0.0312667228281497,score_short,score_long,score_ens
2023-03-29,short,10,2380,0.038707145,0.02554644,0.0321267917752265,score_short,score_long,score_ens
2023-03-29,short,11,51900,0.03819944,0.018359104,0.0282792709767818,score_short,score_ens,score_long
2023-03-29,short,12,71050,0.037232384,0.021445049,0.0293387174606323,score_short,score_long,score_ens
2023-03-29,short,13,69620,0.03688562,0.037304714,0.0370951667428016,score_short,score_long,score_ens
2023-03-29,short,14,284740,0.03649482,0.018862616,0.0276787187904119,score_short,score_long,score_ens
2023-03-29,short,15,80,0.03523333,0.022045162,0.0286392457783222,score_short,score_long,score_ens
2023-03-29,short,16,241590,0.03437108,0.0,0.034371081739664,score_short,score_ens,score_long
2023-03-29,short,17,285130,0.033181436,0.023491243,0.0283363386988639,score_short,score_long,score_ens
2023-03-29,short,18,137310,0.03310961,0.022133803,0.0276217050850391,score_short,score_long,score_ens
2023-03-29,short,19,5940,0.03264634,0.017543375,0.0250948574393987,score_short,score_long,score_ens
2023-03-29,short,20,3240,0.03164201,0.028842477,0.0302422419190406,score_short,score_long,score_ens
2023-03-29,short,21,13890,0.03077188,0.021153452,0.0259626656770706,score_short,score_long,score_ens
2023-03-29,short,22,32830,0.03052179,0.017527446,0.0240246169269084,score_short,score_long,score_ens
2023-03-29,short,23,326030,0.030062353,0.047200285,0.0386313199996948,score_short,score_long,score_ens
2023-03-29,short,24,9540,0.029754331,0.015759312,0.0227568224072456,score_short,score_long,score_ens
2023-03-29,short,25,1120,0.029584939,0.0018738792,0.0157294087111949,score_short,score_ens,score_long
2023-03-29,short,26,81660,0.029261585,0.005538522,0.0174000542610883,score_short,score_ens,score_long
2023-03-29,short,27,19170,0.028353605,0.019373193,0.0238633994013071,score_short,score_long,score_ens
2023-03-29,short,28,30000,0.02832767,0.021724408,0.0250260382890701,score_short,score_long,score_ens
2023-03-29,short,29,880,0.02808185,0.044385627,0.0362337380647659,score_short,score_long,score_ens
2023-03-29,short,30,329180,0.027779292,0.012018935,0.0198991131037473,score_short,score_ens,score_long
2023-03-29,short,31,120,0.0273086,0.025901739,0.0266051702201366,score_short,score_long,score_ens
2023-03-29,short,32,10130,0.026844114,0.0118082985,0.0193262062966823,score_short,score_ens,score_long
2023-03-29,short,33,6800,0.026748244,0.013881139,0.0203146915882825,score_short,score_long,score_ens
2023-03-29,short,34,5250,0.026286947,0.022215044,0.0242509953677654,score_short,score_long,score_ens
2023-03-29,short,35,139480,0.02619837,0.032368116,0.0292832441627979,score_short,score_long,score_ens
2023-03-29,short,36,1680,0.025532769,0.016656455,0.0210946127772331,score_short,score_long,score_ens
2023-03-29,short,37,1230,0.025439547,0.0,0.0254395473748445,score_short,score_ens,score_long
2023-03-29,short,38,660,0.025362631,0.00044431607,0.0129034733399748,score_short,score_ens,score_long
2023-03-29,short,39,3850,0.025228955,0.01674772,0.0209883376955986,score_short,score_long,score_ens
2023-03-29,short,40,35420,0.025139939,0.016761735,0.0209508370608091,score_short,score_long,score_ens
