ranking,ticker,date,score_short,score_long,score_ens,top1_feature_group,top2_feature_group,top3_feature_group,top1_features,top2_features,top3_features
9,178920,2024-02-21,0.05665903486574071,0.022832155,0.03974559493287036,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
10,114090,2024-02-21,0.04970858436377237,0.022010587,0.035859585681886186,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,26960,2024-02-21,0.04035659570524169,0.029859737,0.035108166352620845,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,5380,2024-02-21,-0.0031522123026077376,0.07469742,0.035772603848696134,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,32640,2024-02-21,0.0414528193746186,0.029885285,0.0356690521873093,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,66570,2024-02-21,0.039230436389668485,0.03429263,0.036761533194834245,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,7310,2024-02-21,0.03680604059318676,0.027160909,0.03198347479659338,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,93370,2024-02-21,0.038852886502878,0.03193244,0.035392663251439,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,298020,2024-02-21,0.04722793979104234,0.020222176,0.033725057895521174,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,69260,2024-02-21,0.03263153229666315,0.026091285,0.029361408648331574,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,138930,2024-02-21,0.021179725315691646,0.040247727,0.030713726157845823,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,8770,2024-02-21,0.03998200472577594,0.014271655,0.02712682986288797,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-03-21,-0.016873147793074104,0.18097904,0.08205294610346295,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,316140,2024-03-21,0.016092782605469865,0.1332961,0.07469444130273493,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,105560,2024-03-21,-0.03666923385508181,0.17802429,0.0706775280724591,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,24110,2024-03-21,-0.0004234174598324939,0.116901144,0.05823886327008375,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,86790,2024-03-21,-0.03353865508348784,0.14328289,0.05487211745825608,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,32350,2024-03-21,0.04149963452229725,0.06421272,0.05285617726114862,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,990,2024-03-21,0.04833581626363713,0.0,0.024167908131818565,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,7070,2024-03-21,0.04788432590770971,0.027960906,0.037922615953854856,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,16380,2024-03-21,0.04411657654046156,0.022063397,0.033089986770230784,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
10,32640,2024-03-21,0.037669562375281775,0.029860575,0.033765068687640884,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
11,9900,2024-03-21,0.04558098926054534,0.019009095,0.03229504213027267,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,51910,2024-03-21,0.05059980150839059,0.020432401,0.0355161012541953,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,120110,2024-03-21,0.04115883842707066,0.023652855,0.03240584671353533,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,178920,2024-03-21,0.0479212740159484,0.014768111,0.0313446925079742,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,114090,2024-03-21,0.045325456358768064,0.02084504,0.03308524817938403,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,8770,2024-03-21,0.048131198738390175,0.011705361,0.029918279869195086,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,47040,2024-03-21,0.04053501357036022,0.023163665,0.031849339285180106,technical,esg,value,"volatility_60d, volatility_20d, volatility","esg_score, environmental_score, social_score","turnover, net_income, roe"
18,880,2024-03-21,0.006539915611584188,0.05561147,0.031075692805792095,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,670,2024-03-21,0.04784395924674471,0.019327043,0.03358550112337236,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,7310,2024-03-21,0.036793855479767955,0.02200786,0.029400857739883976,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-04-19,0.027187342081586664,0.20438907,0.11578820604079333,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,105560,2024-04-19,0.01209125378086827,0.21394578,0.11301851689043414,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,316140,2024-04-19,0.031841941061872,0.14706102,0.08945148053093599,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,86790,2024-04-19,0.007721978860752674,0.16099921,0.08436059443037634,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,24110,2024-04-19,0.032754709659566915,0.13269302,0.08272386482978346,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,5380,2024-04-19,0.002410249850529211,0.13639835,0.0694042999252646,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,4000,2024-04-19,0.06129559307827564,0.034987625,0.04814160903913782,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
8,32830,2024-04-19,0.008337348705719352,0.08181705,0.04507719935285968,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
9,34730,2024-04-19,0.0638767830291097,0.03286361,0.04837019651455485,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,96770,2024-04-19,0.041649889000868176,0.038471367,0.040060628000434084,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,66570,2024-04-19,0.04288710208121892,0.034479458,0.03868328004060946,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,990,2024-04-19,0.0383854544834527,0.0,0.01919272724172635,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,880,2024-04-19,0.016089709403123358,0.05686361,0.03647665970156168,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,670,2024-04-19,0.03902122276589568,0.021340132,0.030180677382947843,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
15,3490,2024-04-19,0.050339782269626064,0.02676398,0.03855188113481303,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,120110,2024-04-19,0.04143725831669718,0.025555538,0.03349639815834859,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,51910,2024-04-19,0.042107956318785424,0.022258352,0.03218315415939271,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,373220,2024-04-19,0.033140626538692104,0.030609034,0.03187483026934605,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
19,15760,2024-04-19,0.02951758715349018,0.035209164,0.03236337557674509,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,302440,2024-04-19,0.037185905597263515,0.020594386,0.028890145798631757,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-05-22,-0.002713291580749637,0.22805004,0.11266837420962518,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
2,105560,2024-05-22,-0.008849732052828808,0.22094359,0.1060469289735856,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,316140,2024-05-22,0.02397643238832823,0.17327732,0.09862687619416412,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,24110,2024-05-22,0.01796271728494145,0.16016027,0.08906149364247072,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,86790,2024-05-22,-0.02088610398983298,0.17406082,0.07658735800508351,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,34730,2024-05-22,0.0740244816198727,0.045417298,0.05972088980993635,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,880,2024-05-22,0.03709775824576727,0.077303834,0.05720079612288363,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
8,32640,2024-05-22,0.06154856775608924,0.036014188,0.048781377878044624,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
9,5490,2024-05-22,0.05686142230738332,0.034236077,0.045548749653691656,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,15760,2024-05-22,0.033456283977945034,0.055309203,0.04438274348897252,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,285130,2024-05-22,0.050514641965364586,0.040844996,0.045679818982682294,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,33780,2024-05-22,0.04859895468284577,0.033286493,0.04094272384142289,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,51910,2024-05-22,0.03543267109855831,0.031989507,0.03371108904927916,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
14,373220,2024-05-22,0.027103221197133195,0.03551689,0.0313100555985666,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,96770,2024-05-22,0.03328914287136191,0.036863755,0.03507644893568095,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,17670,2024-05-22,0.03909304942419138,0.033482846,0.03628794771209569,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
17,1740,2024-05-22,0.056707243768304126,0.01997552,0.038341381884152065,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,4020,2024-05-22,0.04800051244572688,0.025883542,0.03694202722286344,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,35420,2024-05-22,0.0486802393001324,0.025380746,0.0370304926500662,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,32350,2024-05-22,0.009666614079917604,0.05975498,0.0347107970399588,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-06-20,0.02255472941018786,0.25954828,0.14105150470509395,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,105560,2024-06-20,0.003425840436160646,0.25832018,0.13087301021808032,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
3,316140,2024-06-20,0.035957935397959745,0.19807635,0.11701714269897988,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
4,86790,2024-06-20,0.015781732624836457,0.21258673,0.11418423131241823,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
5,24110,2024-06-20,0.03609727469975615,0.17856471,0.10733099234987807,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,32830,2024-06-20,0.006912004191164823,0.10719819,0.05705509709558241,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,5380,2024-06-20,0.008528262861399433,0.09937453,0.05395139643069972,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,5490,2024-06-20,0.052991219836971755,0.039814442,0.04640283091848588,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,670,2024-06-20,0.04562090172755152,0.0,0.02281045086377576,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
10,880,2024-06-20,0.01512980588089074,0.08073389,0.047931847940445374,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,138930,2024-06-20,0.03502172440635246,0.05484834,0.04493503220317623,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,15760,2024-06-20,0.025504949771267195,0.06297277,0.0442388598856336,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,23530,2024-06-20,0.04112707113760502,0.044895437,0.04301125406880251,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,4020,2024-06-20,0.03956417035903565,0.03105747,0.035310820179517824,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,302440,2024-06-20,0.0628407676667372,0.024578605,0.0437096863333686,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,16380,2024-06-20,0.034078832842231684,0.0,0.017039416421115842,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,17670,2024-06-20,0.04699531626855201,0.033464115,0.040229715634276006,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,6800,2024-06-20,0.030140748005315198,0.041165218,0.0356529830026576,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,139130,2024-06-20,0.039307597841081315,0.03264291,0.035975253920540656,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,139480,2024-06-20,0.043984019081652205,0.018676717,0.031330368040826104,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5490,2024-07-18,0.04080020421912127,0.0,0.020400102109560635,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
2,8770,2024-07-18,0.0389143377288489,0.0,0.01945716886442445,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,23530,2024-07-18,0.04132903457984665,0.0,0.020664517289923325,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
4,35250,2024-07-18,0.04630981782484312,0.0,0.02315490891242156,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
5,30000,2024-07-18,0.04427419280970241,0.0,0.022137096404851207,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,670,2024-07-18,0.03448319396460762,0.0,0.01724159698230381,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
7,32640,2024-07-18,0.03945086548788538,0.0,0.01972543274394269,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,10060,2024-07-18,0.03761134419896695,0.0,0.018805672099483476,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
9,114090,2024-07-18,0.038578947708107554,0.0,0.019289473854053777,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,4020,2024-07-18,0.04025026431172468,0.0,0.02012513215586234,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,12330,2024-07-18,0.035101326023704256,0.0,0.017550663011852128,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,51910,2024-07-18,0.03305725464258911,0.0,0.016528627321294554,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,139480,2024-07-18,0.03808475018227923,0.0,0.019042375091139613,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
14,35720,2024-07-18,0.03159166405505445,0.0,0.015795832027527226,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,4990,2024-07-18,0.038227924711068846,0.0,0.019113962355534423,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,11210,2024-07-18,0.02528665686406473,0.0,0.012643328432032365,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,282330,2024-07-18,0.03097488811716903,0.0,0.015487444058584515,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,80,2024-07-18,0.03463710726666779,0.0,0.017318553633333896,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,285130,2024-07-18,0.03228808462452238,0.0,0.01614404231226119,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,4170,2024-07-18,0.033400997798687646,0.0,0.016700498899343823,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5930,2024-08-16,0.04943917698559772,0.0,0.02471958849279886,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,5490,2024-08-16,0.03983701888449396,0.0,0.01991850944224698,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,32640,2024-08-16,0.04404409498230806,0.0,0.02202204749115403,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
4,4020,2024-08-16,0.03350618748875839,0.0,0.016753093744379194,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
5,4990,2024-08-16,0.04080254559157195,0.0,0.020401272795785973,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,8770,2024-08-16,0.042984089716010816,0.0,0.021492044858005408,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,15760,2024-08-16,0.033593953237161064,0.0,0.016796976618580532,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,39130,2024-08-16,0.03415614834841899,0.0,0.017078074174209496,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,4170,2024-08-16,0.02725536028840331,0.0,0.013627680144201655,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,30000,2024-08-16,0.0335428837656894,0.0,0.0167714418828447,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,35720,2024-08-16,0.030601429605038984,0.0,0.015300714802519492,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,114090,2024-08-16,0.03834532862326591,0.0,0.019172664311632955,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,69960,2024-08-16,0.031135829956452265,0.0,0.015567914978226132,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,16380,2024-08-16,0.02984960691811014,0.0,0.01492480345905507,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,23530,2024-08-16,0.026810098242153853,0.0,0.013405049121076927,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
16,670,2024-08-16,0.024537888265220884,0.0,0.012268944132610442,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,51910,2024-08-16,0.024529364985044086,0.0,0.012264682492522043,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,10950,2024-08-16,0.02904047754556493,0.0,0.014520238772782464,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
19,24110,2024-08-16,0.02558747994225486,0.0,0.01279373997112743,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,35420,2024-08-16,0.029415469883829436,0.0,0.014707734941914718,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5930,2024-09-13,0.06367290368782069,0.0,0.031836451843910346,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,5380,2024-09-13,0.037207002600493304,0.0,0.018603501300246652,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,10950,2024-09-13,0.035021214200063044,0.0,0.017510607100031522,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
