strategy,total_return_pct,cagr_pct,volatility_pct,sharpe_ratio,mdd_pct,win_rate_pct,total_days,final_value
단기 전략,113.02656388466565,44.06358902412069,7.251273329836414,5.662948720352135,-2.9800332074418945,62.45210727969349,522,213268197.51463103
장기 전략,91.24236197735954,36.753090941248054,6.792957308888065,4.968836017427154,-2.0443688687260964,60.53639846743295,522,190636784.1865574
