strategy,phase,sharpe_ratio,cagr,mdd,calmar_ratio,total_return,hit_ratio,period
BT20 단기 (20일),Combined,0.5883228302915059,0.4134688371862669,-0.2533269725211226,1.632154811907333,16.666039018796813,0.5192307692307693,2016-05-31 ~ 2024-11-18
BT20 앙상블 (20일),Combined,0.5475747834716581,0.3396741080684469,-0.2976386218002835,1.1412299452735988,10.321217382907477,0.5576923076923077,2016-05-31 ~ 2024-11-18
BT120 장기 (120일),Combined,0.5876264404990256,0.17371168927517777,-0.2884028820821707,0.6023230004535269,2.7778991438482565,0.5480769230769231,2016-05-31 ~ 2024-11-18
BT120 앙상블 (120일),Combined,0.5651543066293402,0.15104069153572874,-0.293516594969177,0.5145899554728411,2.213338272453501,0.5384615384615384,2016-05-31 ~ 2024-11-18
