colsample_bytree,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample,hit_ratio,ic_mean,icir,objective_score,non_zero_features
0.8,0.1,6,100,0.0,1.0,0.8,0.8194444444444444,0.6841086189007295,5.928903031709301,0.8849160436140713,30
