alpha,total_return_dev,total_return_holdout,cagr_dev,cagr_holdout,sharpe_dev,sharpe_holdout
0.6,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.1,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
1.0,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.3,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.8,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.9,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.7,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.0,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.5,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.2,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
0.4,0.19701410746712433,0.018535055607474815,0.026354356030262593,0.01023097029064668,0.23050441551248177,0.14029839986288167
