horizon,test_set,weight_grid,weight_ridge,weight_xgboost,weight_rf,dev_ic_mean,dev_icir,dev_hit_ratio,dev_objective,holdout_ic_mean,holdout_icir,holdout_hit_ratio,holdout_objective,ic_diff,objective_diff
long,improved_1,0.1,0.2,0.7,0.0,0.0076824806077582485,0.13155486929228957,0.42083333333333334,0.12747436775823268,0.06325967881132327,1.1342056041502389,0.6277777777777778,0.49744707620628886,0.05557719820356502,0.3699727084480562
long,improved_2,0.15,0.25,0.6,0.0,0.007654049055306852,0.130619363049495,0.41875,0.12676283344250192,0.06319779992659663,1.1193652772170246,0.6305555555555555,0.49351959423951686,0.05554375087128978,0.3667567607970149
long,improved_3,0.05,0.15,0.8,0.0,0.007556939656646615,0.1288935016699358,0.42430555555555555,0.12730763144041515,0.06330398685258459,1.1448830163618038,0.6277777777777778,0.5006724538903891,0.055747047195937975,0.37336482244997393
