alpha,total_return_dev,total_return_holdout,cagr_dev,cagr_holdout,sharpe_dev,sharpe_holdout
0.2,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.1,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.8,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.0,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.9,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.5,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.4,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.6,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.7,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
0.3,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
1.0,0.23987717711444212,0.028797652023359044,0.03447532756408034,0.029223695762822688,0.3207261848001597,0.17689569824193235
