top_k,buffer_k,rebalance_interval,total_return_dev,total_return_holdout,cagr_dev,cagr_holdout,sharpe_dev,sharpe_holdout
15,0,20,0.16809890498608904,0.12394585540003855,0.022730388575479266,0.06690456841387493,0.21296706214922345,0.5463600887620705
10,0,20,0.07171999244866956,0.04314892516794533,0.010069759538567702,0.02368991347595739,0.15252162639967065,0.23283586895844663
20,0,20,0.18808497301432858,0.08977746039796175,0.02524332557002107,0.048804265426483084,0.22802127190954039,0.45412041160741123
