alpha,total_return_dev,total_return_holdout,cagr_dev,cagr_holdout,sharpe_dev,sharpe_holdout
0.2,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.7,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.1,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.3,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.5,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.4,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
1.0,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.6,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.9,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.0,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
0.8,0.21974758934867977,0.04026252113613138,0.0318095134718519,0.04086152007939359,0.28428324511196634,0.21663439738187582
