timestamp,hit_ratio_ensemble_overall,hit_ratio_ensemble_dev,hit_ratio_ensemble_holdout,hit_ratio_ensemble_n_samples,hit_ratio_short_overall,hit_ratio_short_dev,hit_ratio_short_holdout,hit_ratio_short_n_samples,hit_ratio_long_overall,hit_ratio_long_dev,hit_ratio_long_holdout,hit_ratio_long_n_samples,overfitting_gap,overfitting_severity,ridge_alpha,min_feature_ic,alpha_short
2026-01-07 00:38:40,0.41580230390516704,0.4115883504650025,0.4308499016823247,20921,0.41580230390516704,0.4115883504650025,0.4308499016823247,20921,0.3872178518175742,0.3812715314751018,0.41446613088404133,19449,-0.019261551217322204,low,1.5,0.005,0.5
