strategy,holding_days,net_sharpe,net_cagr,net_mdd,net_calmar_ratio
bt20_ens,20,0.7507490105466474,0.10382270000053606,-0.06734316079782543,1.5416962727993693
bt20_short,20,0.9141426259211332,0.13425748283834604,-0.043918191523850014,3.0569902398061357
bt120_ens,20,0.5943045173455141,0.0698007460182355,-0.05368180927468902,1.300268134798999
bt120_long,20,0.6945526276360204,0.08678199237635953,-0.05165807102797548,1.6799309507581623
