horizon,test_set,weight_grid,weight_ridge,weight_xgboost,weight_rf,dev_ic_mean,dev_icir,dev_hit_ratio,dev_objective,holdout_ic_mean,holdout_icir,holdout_hit_ratio,holdout_objective,ic_diff,objective_diff
short,improved_1,0.35,0.57,0.08,0.0,-0.001235487717552743,-0.016002902649015292,0.474390243902439,0.1897560975609756,0.03651583454346894,0.3498047374608713,0.5304347826086957,0.3280700846447804,0.03775132226102168,0.13831398708380477
short,improved_2,0.3,0.6,0.1,0.0,-0.0005016893024257804,-0.0065633940465439355,0.4731707317073171,0.18926829268292686,0.03655183939624985,0.3501561014406596,0.532608695652174,0.3290558605119424,0.03705352869867563,0.13978756782901555
short,improved_3,0.4,0.5,0.1,0.0,-0.0009076331959250384,-0.011461946984419234,0.47012195121951217,0.18804878048780488,0.03683675896402251,0.35036856169177105,0.532608695652174,0.32920507445760766,0.03774439215994755,0.14115629396980278
