neutral_band,exposure_bull,exposure_bear,top_k_bull,top_k_neutral,top_k_bear,buffer_k,stability_threshold,hold_net_sharpe,hold_net_cagr,hold_net_mdd,hold_calmar,hold_turnover,hold_profit_factor,dev_net_sharpe,dev_net_cagr,dev_net_mdd,objective
0.05,1.2,0.7,10,15,20,10,0.85,0.40672011613351206,0.04838340674845143,-0.09331264274580531,0.5185085892407266,0.1318840579710145,1.3701281482838614,0.08521200281064208,0.0010859527476807518,-0.3548624155020593,41.63967974832023
0.05,1.8,0.7,12,15,20,10,0.7,0.4038758980901052,0.05274820651186052,-0.09931895589029516,0.5310990841478908,0.10869565217391303,1.3829179504516838,0.10926411249725118,0.003451069533118245,-0.37827489789715096,41.44255393924773
0.05,1.8,0.7,12,15,20,10,0.85,0.4038758980901052,0.05274820651186052,-0.09931895589029516,0.5310990841478908,0.10869565217391303,1.3829179504516838,0.10926411249725118,0.003451069533118245,-0.37827489789715096,41.44255393924773
0.05,1.5,0.6,12,15,30,10,0.85,0.4000993900767888,0.047342113299324584,-0.08686338511503067,0.5450180560731175,0.15217391304347827,1.3734878647023232,0.09157001783797214,0.0017509969431128702,-0.3438360240653179,40.95678127366537
0.05,1.5,0.6,12,15,30,10,0.7,0.4000993900767888,0.047342113299324584,-0.08686338511503067,0.5450180560731175,0.15217391304347827,1.3734878647023232,0.09157001783797214,0.0017509969431128702,-0.3438360240653179,40.95678127366537
0.05,1.2,0.6,12,15,30,10,0.7,0.4008140159676027,0.04358989570745497,-0.07872049880915233,0.5537299225343203,0.15217391304347827,1.3593232875264403,0.09152816319735642,0.0026365930090423984,-0.3275754644138751,40.953199510909364
0.05,1.2,0.6,12,15,30,10,0.85,0.4008140159676027,0.04358989570745497,-0.07872049880915233,0.5537299225343203,0.15217391304347827,1.3593232875264403,0.09152816319735642,0.0026365930090423984,-0.3275754644138751,40.953199510909364
0.05,1.2,0.6,10,15,30,10,0.85,0.39864999738449464,0.046423033531652225,-0.08899863026689259,0.5216151461256989,0.1753623188405797,1.3729550377345687,0.07574217533835943,1.4267940597445516e-05,-0.3404639027770556,40.793460409082506
0.05,1.2,0.6,10,15,30,10,0.7,0.39864999738449464,0.046423033531652225,-0.08899863026689259,0.5216151461256989,0.1753623188405797,1.3729550377345687,0.07574217533835943,1.4267940597445516e-05,-0.3404639027770556,40.793460409082506
0.05,1.5,0.8,12,15,30,20,0.7,0.39692034151552147,0.04803173264522731,-0.08764039624230402,0.5480547179685433,0.14927536231884056,1.3693942442922393,0.12701208397953867,0.006740169494353632,-0.38060323658118145,40.652668804456695
0.05,1.5,0.8,12,15,30,20,0.85,0.39692034151552147,0.04803173264522731,-0.08764039624230402,0.5480547179685433,0.14927536231884056,1.3693942442922393,0.12701208397953867,0.006740169494353632,-0.38060323658118145,40.652668804456695
0.05,1.5,0.8,12,15,30,15,0.85,0.39692034151552147,0.04803173264522731,-0.08764039624230402,0.5480547179685433,0.14927536231884056,1.3693942442922393,0.11630132318651473,0.004796287881404071,-0.3721522150630412,40.652668804456695
0.05,1.5,0.8,12,15,30,15,0.7,0.39692034151552147,0.04803173264522731,-0.08764039624230402,0.5480547179685433,0.14927536231884056,1.3693942442922393,0.11630132318651473,0.004796287881404071,-0.3721522150630412,40.652668804456695
0.05,1.8,0.6,12,15,30,10,0.7,0.39581647502842976,0.050779671551468786,-0.09503352140979637,0.5343343148624423,0.15217391304347827,1.3861229699097741,0.09987896203930843,0.0020966660509673662,-0.36446087461415155,40.59724093387235
0.05,1.8,0.6,12,15,30,10,0.85,0.39581647502842976,0.050779671551468786,-0.09503352140979637,0.5343343148624423,0.15217391304347827,1.3861229699097741,0.09987896203930843,0.0020966660509673662,-0.36446087461415155,40.59724093387235
0.05,1.2,0.8,12,15,30,15,0.7,0.3959819401118658,0.04427704441667779,-0.07950443892510572,0.5569128593987988,0.14927536231884056,1.3554772703535414,0.12124930771735189,0.006405966981596567,-0.3501176709475373,40.483734899520144
0.05,1.2,0.8,12,15,30,15,0.85,0.3959819401118658,0.04427704441667779,-0.07950443892510572,0.5569128593987988,0.14927536231884056,1.3554772703535414,0.12124930771735189,0.006405966981596567,-0.3501176709475373,40.483734899520144
0.05,1.2,0.8,12,15,30,20,0.7,0.3959819401118658,0.04427704441667779,-0.07950443892510572,0.5569128593987988,0.14927536231884056,1.3554772703535414,0.13135425659963298,0.008087434700768892,-0.35886528410927343,40.483734899520144
0.05,1.2,0.8,12,15,30,20,0.85,0.3959819401118658,0.04427704441667779,-0.07950443892510572,0.5569128593987988,0.14927536231884056,1.3554772703535414,0.13135425659963298,0.008087434700768892,-0.35886528410927343,40.483734899520144
0.05,1.2,0.8,10,15,30,15,0.85,0.3952414101934583,0.04711204771217514,-0.08977382445985904,0.5247860163653889,0.17246376811594202,1.3687968287728627,0.13007234882486235,0.0077999735946403526,-0.3625740402470484,40.466381973589336
0.05,1.2,0.8,10,15,30,15,0.7,0.3952414101934583,0.04711204771217514,-0.08977382445985904,0.5247860163653889,0.17246376811594202,1.3687968287728627,0.13007234882486235,0.0077999735946403526,-0.3625740402470484,40.466381973589336
0.05,1.2,0.8,10,15,30,20,0.85,0.3952414101934583,0.04711204771217514,-0.08977382445985904,0.5247860163653889,0.17246376811594202,1.3687968287728627,0.13253821736507274,0.008198012625665996,-0.37115443866719144,40.466381973589336
0.05,1.2,0.8,10,15,30,20,0.7,0.3952414101934583,0.04711204771217514,-0.08977382445985904,0.5247860163653889,0.17246376811594202,1.3687968287728627,0.13253821736507274,0.008198012625665996,-0.37115443866719144,40.466381973589336
0.05,1.8,0.8,12,15,30,15,0.85,0.394028653817308,0.051471554347531034,-0.09580358036068248,0.5372612814025353,0.14927536231884056,1.3818547273103992,0.12110044384142696,0.004709531051900084,-0.3985896660381355,40.43229646868142
0.05,1.8,0.8,12,15,30,15,0.7,0.394028653817308,0.051471554347531034,-0.09580358036068248,0.5372612814025353,0.14927536231884056,1.3818547273103992,0.12110044384142696,0.004709531051900084,-0.3985896660381355,40.43229646868142
0.05,1.8,0.8,12,15,30,20,0.7,0.394028653817308,0.051471554347531034,-0.09580358036068248,0.5372612814025353,0.14927536231884056,1.3818547273103992,0.13229614344105467,0.006919473725484071,-0.4066848314516026,40.43229646868142
0.05,1.8,0.8,12,15,30,20,0.85,0.394028653817308,0.051471554347531034,-0.09580358036068248,0.5372612814025353,0.14927536231884056,1.3818547273103992,0.13229614344105467,0.006919473725484071,-0.4066848314516026,40.43229646868142
0.05,1.8,0.8,10,15,30,10,0.7,0.4156312064266254,0.05986024700930015,-0.11212586156098348,0.5338665511768943,0.1753623188405797,1.4353697607772429,0.12476968428313723,0.005421864309808511,-0.406218671996603,40.33515327065185
0.05,1.8,0.8,10,15,30,10,0.85,0.4156312064266254,0.05986024700930015,-0.11212586156098348,0.5338665511768943,0.1753623188405797,1.4353697607772429,0.12476968428313723,0.005421864309808511,-0.406218671996603,40.33515327065185
0.05,1.5,0.6,10,15,30,10,0.7,0.3917400530358061,0.05020257469151623,-0.10019391978188164,0.5010541038897902,0.1753623188405797,1.3865312043130853,0.08321361008095407,3.505188383101654e-05,-0.3622553133637313,40.13927284103461
0.05,1.5,0.6,10,15,30,10,0.85,0.3917400530358061,0.05020257469151623,-0.10019391978188164,0.5010541038897902,0.1753623188405797,1.3865312043130853,0.08321361008095407,3.505188383101654e-05,-0.3622553133637313,40.13927284103461
0.05,1.5,0.7,10,15,20,10,0.7,0.3998619106205856,0.05217002851627606,-0.10445491739135815,0.49945019171105326,0.1318840579710145,1.3832758049117762,0.09187058827666647,0.0011113666088171659,-0.37615824295961975,40.13860815411246
0.05,1.5,0.7,10,15,20,10,0.85,0.3998619106205856,0.05217002851627606,-0.10445491739135815,0.49945019171105326,0.1318840579710145,1.3832758049117762,0.09187058827666647,0.0011113666088171659,-0.37615824295961975,40.13860815411246
0.05,1.5,0.8,10,15,30,15,0.85,0.39006054154497,0.05089407749984187,-0.10095958761878665,0.5041034606045821,0.17246376811594202,1.3822066133073572,0.1344015202248223,0.008028888540168033,-0.38363492056287907,39.83201818073651
0.05,1.5,0.8,10,15,30,15,0.7,0.39006054154497,0.05089407749984187,-0.10095958761878665,0.5041034606045821,0.17246376811594202,1.3822066133073572,0.1344015202248223,0.008028888540168033,-0.38363492056287907,39.83201818073651
0.05,1.5,0.8,10,15,30,20,0.7,0.39006054154497,0.05089407749984187,-0.10095958761878665,0.5041034606045821,0.17246376811594202,1.3822066133073572,0.1369165614996172,0.008465973216740474,-0.3919318182227791,39.83201818073651
0.05,1.5,0.8,10,15,30,20,0.85,0.39006054154497,0.05089407749984187,-0.10095958761878665,0.5041034606045821,0.17246376811594202,1.3822066133073572,0.1369165614996172,0.008465973216740474,-0.3919318182227791,39.83201818073651
0.05,1.5,0.6,12,15,20,10,0.7,0.3878736887553224,0.04598690193650756,-0.09023677221886994,0.5096248547650397,0.10869565217391303,1.3503657320910334,0.08242666443593269,0.0003633136427001471,-0.3468579601254256,39.70710691426239
0.05,1.5,0.6,12,15,20,10,0.85,0.3878736887553224,0.04598690193650756,-0.09023677221886994,0.5096248547650397,0.10869565217391303,1.3503657320910334,0.08242666443593269,0.0003633136427001471,-0.3468579601254256,39.70710691426239
0.05,1.2,0.6,12,15,20,10,0.7,0.38686651131187255,0.042239539537465065,-0.08212396805755207,0.5143387556220348,0.10869565217391303,1.3355025122261954,0.081470361233187,0.001242328109761992,-0.3306970338916273,39.531441921936555
0.05,1.2,0.6,12,15,20,10,0.85,0.38686651131187255,0.042239539537465065,-0.08212396805755207,0.5143387556220348,0.10869565217391303,1.3355025122261954,0.081470361233187,0.001242328109761992,-0.3306970338916273,39.531441921936555
0.05,1.2,0.6,10,15,20,10,0.85,0.3861418559282536,0.04506901141476449,-0.09236412916611791,0.4879492918046937,0.1318840579710145,1.3493964677622807,0.06427623925720584,-0.001606962112793986,-0.3435417463861168,39.51556582112065
0.05,1.2,0.6,10,15,20,10,0.7,0.3861418559282536,0.04506901141476449,-0.09236412916611791,0.4879492918046937,0.1318840579710145,1.3493964677622807,0.06427623925720584,-0.001606962112793986,-0.3435417463861168,39.51556582112065
0.05,1.8,0.6,12,15,20,10,0.85,0.38511751304398006,0.049420012150188875,-0.09837672569984413,0.5023547165106267,0.10869565217391303,1.363688819180062,0.09158528128594598,0.0007137118780935481,-0.36736506357481924,39.500151547401785
0.05,1.8,0.6,12,15,20,10,0.7,0.38511751304398006,0.049420012150188875,-0.09837672569984413,0.5023547165106267,0.10869565217391303,1.363688819180062,0.09158528128594598,0.0007137118780935481,-0.36736506357481924,39.500151547401785
0.05,1.8,0.7,10,15,30,10,0.85,0.3994298584309225,0.05670746433356677,-0.11174778252156536,0.5074594148892684,0.1753623188405797,1.4169548267601562,0.10772837586202304,0.002621752232002228,-0.39579111874815265,38.72757862545052
0.05,1.8,0.7,10,15,30,10,0.7,0.3994298584309225,0.05670746433356677,-0.11174778252156536,0.5074594148892684,0.1753623188405797,1.4169548267601562,0.10772837586202304,0.002621752232002228,-0.39579111874815265,38.72757862545052
0.05,1.5,0.7,12,15,30,15,0.7,0.37766782159823503,0.044914136434192065,-0.08725189067866734,0.5147640479173404,0.14927536231884056,1.3494133349863002,0.09748731300220677,0.0019857966598864074,-0.3611264116222933,38.665064888507345
0.05,1.5,0.7,12,15,30,15,0.85,0.37766782159823503,0.044914136434192065,-0.08725189067866734,0.5147640479173404,0.14927536231884056,1.3494133349863002,0.09748731300220677,0.0019857966598864074,-0.3611264116222933,38.665064888507345
0.05,1.5,0.7,12,15,30,20,0.7,0.37766782159823503,0.044914136434192065,-0.08725189067866734,0.5147640479173404,0.14927536231884056,1.3494133349863002,0.1080589360989797,0.0038270266470918912,-0.3700432331399809,38.665064888507345
0.05,1.5,0.7,12,15,30,20,0.85,0.37766782159823503,0.044914136434192065,-0.08725189067866734,0.5147640479173404,0.14927536231884056,1.3494133349863002,0.1080589360989797,0.0038270266470918912,-0.3700432331399809,38.665064888507345
0.05,1.8,0.8,10,15,20,10,0.85,0.4073444993801078,0.05883816837784428,-0.11650299992631918,0.5050356507133354,0.1318840579710145,1.4130659297788852,0.11312463998551969,0.0032760839044361223,-0.4097494388843933,38.610613320303834
0.05,1.8,0.8,10,15,20,10,0.7,0.4073444993801078,0.05883816837784428,-0.11650299992631918,0.5050356507133354,0.1318840579710145,1.4130659297788852,0.11312463998551969,0.0032760839044361223,-0.4097494388843933,38.610613320303834
0.05,1.8,0.7,12,15,30,20,0.7,0.37624774722716625,0.048343725645654256,-0.09541855088523954,0.5066491284676661,0.14927536231884056,1.3629391668603854,0.1147575141178695,0.004005812036465217,-0.39656948924831936,38.59164923562971
0.05,1.8,0.7,12,15,30,20,0.85,0.37624774722716625,0.048343725645654256,-0.09541855088523954,0.5066491284676661,0.14927536231884056,1.3629391668603854,0.1147575141178695,0.004005812036465217,-0.39656948924831936,38.59164923562971
0.05,1.8,0.7,12,15,30,15,0.85,0.37624774722716625,0.048343725645654256,-0.09541855088523954,0.5066491284676661,0.14927536231884056,1.3629391668603854,0.10370623355445135,0.0018992824957968502,-0.3880281377687257,38.59164923562971
0.05,1.8,0.7,12,15,30,15,0.7,0.37624774722716625,0.048343725645654256,-0.09541855088523954,0.5066491284676661,0.14927536231884056,1.3629391668603854,0.10370623355445135,0.0018992824957968502,-0.3880281377687257,38.59164923562971
0.05,1.2,0.7,10,15,30,15,0.85,0.3756943870863129,0.043997187302140084,-0.08938622736337598,0.4922143891729673,0.17246376811594202,1.3484129374511276,0.11079655366957114,0.004981080836979235,-0.3513800319079543,38.449382454674094
0.05,1.2,0.7,10,15,30,15,0.7,0.3756943870863129,0.043997187302140084,-0.08938622736337598,0.4922143891729673,0.17246376811594202,1.3484129374511276,0.11079655366957114,0.004981080836979235,-0.3513800319079543,38.449382454674094
0.05,1.2,0.7,10,15,30,20,0.7,0.3756943870863129,0.043997187302140084,-0.08938622736337598,0.4922143891729673,0.17246376811594202,1.3484129374511276,0.1128178882589912,0.005280651306330597,-0.3604333440734703,38.449382454674094
0.05,1.2,0.7,10,15,30,20,0.85,0.3756943870863129,0.043997187302140084,-0.08938622736337598,0.4922143891729673,0.17246376811594202,1.3484129374511276,0.1128178882589912,0.005280651306330597,-0.3604333440734703,38.449382454674094
0.05,1.5,0.6,10,15,20,10,0.7,0.3810899971681661,0.04884366202639079,-0.10351806008847364,0.4718371073090593,0.1318840579710145,1.3638532390431506,0.07287678929781066,-0.0015816166147827326,-0.3652112662497474,38.382260939649704
0.05,1.5,0.6,10,15,20,10,0.85,0.3810899971681661,0.04884366202639079,-0.10351806008847364,0.4718371073090593,0.1318840579710145,1.3638532390431506,0.07287678929781066,-0.0015816166147827326,-0.3652112662497474,38.382260939649704
0.05,1.2,0.7,12,15,30,15,0.85,0.3751653519471351,0.04117061733481142,-0.07911246886712908,0.520406175213142,0.14927536231884056,1.334303896908951,0.10129648543264914,0.0035909733658769927,-0.3387049129643783,38.339947541409735
0.05,1.2,0.7,12,15,30,15,0.7,0.3751653519471351,0.04117061733481142,-0.07911246886712908,0.520406175213142,0.14927536231884056,1.334303896908951,0.10129648543264914,0.0035909733658769927,-0.3387049129643783,38.339947541409735
0.05,1.2,0.7,12,15,30,20,0.7,0.3751653519471351,0.04117061733481142,-0.07911246886712908,0.520406175213142,0.14927536231884056,1.334303896908951,0.11126512571651533,0.005170393354054781,-0.347934673544392,38.339947541409735
0.05,1.2,0.7,12,15,30,20,0.85,0.3751653519471351,0.04117061733481142,-0.07911246886712908,0.520406175213142,0.14927536231884056,1.334303896908951,0.11126512571651533,0.005170393354054781,-0.347934673544392,38.339947541409735
0.05,1.5,0.7,10,15,30,20,0.7,0.37227118845475266,0.047767966627279224,-0.10057675370033425,0.474940429769712,0.17246376811594202,1.3630978131480873,0.11863551250903469,0.005547836516127003,-0.38156495408773006,38.067127437954
0.05,1.5,0.7,10,15,30,20,0.85,0.37227118845475266,0.047767966627279224,-0.10057675370033425,0.474940429769712,0.17246376811594202,1.3630978131480873,0.11863551250903469,0.005547836516127003,-0.38156495408773006,38.067127437954
0.05,1.5,0.7,10,15,30,15,0.7,0.37227118845475266,0.047767966627279224,-0.10057675370033425,0.474940429769712,0.17246376811594202,1.3630978131480873,0.11652965562064864,0.0052093554900889405,-0.37281076799491697,38.067127437954
0.05,1.5,0.7,10,15,30,15,0.85,0.37227118845475266,0.047767966627279224,-0.10057675370033425,0.474940429769712,0.17246376811594202,1.3630978131480873,0.11652965562064864,0.0052093554900889405,-0.37281076799491697,38.067127437954
0.05,1.8,0.6,10,15,30,10,0.85,0.38280385867834044,0.05354419062760196,-0.11136970348214714,0.48077878411686026,0.1753623188405797,1.3984870592261465,0.08919062956964413,-0.0003428988457746529,-0.38562241828525745,37.077328983956654
0.05,1.8,0.6,10,15,30,10,0.7,0.38280385867834044,0.05354419062760196,-0.11136970348214714,0.48077878411686026,0.1753623188405797,1.3984870592261465,0.08919062956964413,-0.0003428988457746529,-0.38562241828525745,37.077328983956654
0.05,1.8,0.7,10,15,20,10,0.7,0.3907998204921138,0.05551790464940631,-0.11557777859123397,0.48035102704091154,0.1318840579710145,1.3949196739881025,0.09714927365250836,0.0007375211732660869,-0.3989972089059093,37.074784423952714
0.05,1.8,0.7,10,15,20,10,0.85,0.3907998204921138,0.05551790464940631,-0.11557777859123397,0.48035102704091154,0.1318840579710145,1.3949196739881025,0.09714927365250836,0.0007375211732660869,-0.3989972089059093,37.074784423952714
0.05,1.8,0.8,10,15,30,15,0.85,0.38238952130486653,0.05423789371315002,-0.11212586156098348,0.48372331733344937,0.17246376811594202,1.3940628177202352,0.1374179980171384,0.007842940519455555,-0.4062186719966029,36.89853769255296
0.05,1.8,0.8,10,15,30,15,0.7,0.38238952130486653,0.05423789371315002,-0.11212586156098348,0.48372331733344937,0.17246376811594202,1.3940628177202352,0.1374179980171384,0.007842940519455555,-0.4062186719966029,36.89853769255296
0.05,1.8,0.8,10,15,30,20,0.85,0.38238952130486653,0.05423789371315002,-0.11212586156098348,0.48372331733344937,0.17246376811594202,1.3940628177202352,0.13994918719888022,0.008315081588861295,-0.4142115695100417,36.89853769255296
0.05,1.8,0.8,10,15,30,20,0.7,0.38238952130486653,0.05423789371315002,-0.11212586156098348,0.48372331733344937,0.17246376811594202,1.3940628177202352,0.13994918719888022,0.008315081588861295,-0.4142115695100417,36.89853769255296
0.05,1.8,0.6,12,15,30,20,0.85,0.3579465925394688,0.04520548894904963,-0.09503352140979637,0.475679405313394,0.14927536231884056,1.3439680904648221,0.09562519804854715,0.0009280418730062134,-0.38672182992877535,36.69876903292788
0.05,1.8,0.6,12,15,30,20,0.7,0.3579465925394688,0.04520548894904963,-0.09503352140979637,0.475679405313394,0.14927536231884056,1.3439680904648221,0.09562519804854715,0.0009280418730062134,-0.38672182992877535,36.69876903292788
0.05,1.8,0.6,12,15,30,15,0.85,0.3579465925394688,0.04520548894904963,-0.09503352140979637,0.475679405313394,0.14927536231884056,1.3439680904648221,0.08476963757514411,-0.001075391503820744,-0.3777287880705603,36.69876903292788
0.05,1.8,0.6,12,15,30,15,0.7,0.3579465925394688,0.04520548894904963,-0.09503352140979637,0.475679405313394,0.14927536231884056,1.3439680904648221,0.08476963757514411,-0.001075391503820744,-0.3777287880705603,36.69876903292788
