timestamp,hit_ratio_overall,hit_ratio_dev,hit_ratio_holdout,n_samples,overfitting_gap,overfitting_severity,ridge_alpha,min_feature_ic,alpha_short
2026-01-06 23:17:53,0.4590602743654701,0.456436612824278,0.46842910203189864,20921,-0.011992489207620638,low,1.5,0.005,0.5
