colsample_bytree,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample,dev_objective_score,dev_hit_ratio,dev_ic_mean,dev_icir,holdout_objective_score,holdout_hit_ratio,holdout_ic_mean,holdout_icir,non_zero_features
0.8,0.1,6,100,0.0,1.0,0.8,0.7770432115428634,0.7615853658536585,0.512883953574145,3.182549072175943,0.4830734911252662,0.46739130434782616,-0.006755067842725765,-0.09565901458184589,30
