model,best_alpha,optimization_score,net_sharpe,net_cagr,net_mdd,net_calmar_ratio,baseline_net_sharpe,baseline_net_cagr,baseline_net_mdd,baseline_net_calmar_ratio,sharpe_improvement_pct,cagr_improvement_pct,calmar_improvement_pct
bt20_ens,"short=10.00,long=10.00",0.08055286311189502,0.46432300635846935,0.08055286311189502,-0.14429322448108595,0.558258112268147,0.09212954217947593,0.0031667101950856313,-0.09556288200439134,0.03313744969453845,403.98926921174746,2443.739658807546,1584.6743410074687
bt20_short,1.00,0.11246683665101997,0.590695216239633,0.11246683665101997,-0.1905403921637142,0.590251942771207,0.1950947726642852,0.020065450460338363,-0.10383072909809898,0.19325156083013326,202.77347166860707,460.4999343190596,205.431914875986
bt120_ens,"short=0.10,long=10.00",2.8556248216519236,0.5931633964116987,0.5038840688645747,-0.17645317586680997,2.8556248216519236,0.09212954217947593,0.0031667101950856313,-0.09556288200439134,0.03313744969453845,543.8362574907488,15811.909768268175,8517.515373014881
bt120_long,10.00,2.464415948912655,0.5692179424155812,0.40296823526284475,-0.16351470028452042,2.464415948912655,0.21633676164986343,0.036540665227437374,-0.08253205214601622,0.4427451429753546,163.11660490548005,1002.7939222088028,456.6217920203896
