strategy,phase,net_sharpe,net_cagr,net_mdd,net_calmar_ratio
bt20_short,dev,-0.012446387636095334,-0.010357282040424631,-0.29752016117663715,-0.03481203424824556
bt20_short,holdout,-0.35514230573955413,-0.07259409126645111,-0.18678875096824687,-0.3886427361934217
bt20_ens,dev,0.14310465436347727,0.010279792259379361,-0.3704431906103699,0.027749983047175485
bt20_ens,holdout,-0.16078208859149395,-0.04595862032550002,-0.16954475487223253,-0.27107072914248537
bt120_long,dev,0.3135796656111796,0.0478293970202881,-0.2197270157917195,0.21767645115439907
bt120_long,holdout,0.5688937580615531,0.06861643488036617,-0.10272929798023644,0.6679344279522569
bt120_ens,dev,0.35463195562180583,0.057888704577445216,-0.23032898802152235,0.2513305210720415
bt120_ens,holdout,0.4601475000230072,0.050369895787683694,-0.09650644845982348,0.5219329546527987
