params,hit_ratio,ic_mean,icir,objective_score,non_zero_features
"{'n_estimators': 100, 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.25,2.5728028647268368e-17,,0.44999999999999996,30
