strategy,neutral_band,top_k_bear,exposure_bear,risk_bear_mult,obj,hold_net_sharpe,hold_net_cagr,hold_net_mdd,hold_calmar,hold_turnover,hold_avg_cost_pct,dev_net_sharpe,dev_net_mdd
bt20_short,0.05,30,0.8,0.8,0.10348332586081696,0.18741708283379116,0.015682356461598213,-0.08818527690820865,0.17783418061862924,0.13695652173913048,0.00892434782608696,0.16573362299173877,-0.34552244860699
bt20_short,0.05,30,0.7,0.9,0.09811790023541853,0.18438144684172303,0.015305988080421384,-0.0881361000604669,0.17366309684590667,0.13695652173913048,0.008887826086956525,0.16361138185964344,-0.34406766706526637
bt20_short,0.0,30,1.0,0.9,0.08682979363758936,0.36325466535101686,0.03772472240232938,-0.06969316208101473,0.5412973278278912,0.28260869565217406,0.01959587112263888,0.29849819166731206,-0.3591740187553121
bt20_short,0.02,30,0.8,0.9,0.07057000738121022,0.1737838090289392,0.014092148583422226,-0.0885786916901421,0.15909185735908243,0.13695652173913048,0.009216521739130437,0.27090790352694355,-0.35123899744898557
bt20_short,0.05,30,0.7,0.8,0.059846438689401066,0.16277525381313177,0.012667029478152791,-0.08779186212627521,0.1442847796067157,0.13695652173913048,0.00863217391304348,0.147677926856719,-0.3340093757945245
bt20_short,0.05,30,0.8,0.7,0.059846438689401066,0.16277525381313177,0.012667029478152791,-0.08779186212627521,0.1442847796067157,0.13695652173913048,0.00863217391304348,0.147677926856719,-0.3340093757945245
bt20_short,0.02,30,1.0,0.7,0.05376176260708404,0.16467384028313828,0.012974183525774174,-0.08848033799465871,0.14663352129777563,0.13695652173913048,0.009143478260869569,0.2655687081716933,-0.3488052143995578
bt20_short,0.02,20,0.7,0.8,0.05053915009865159,0.1207511563403433,0.007735301169445208,-0.09174324005332135,0.08431467173984084,0.10217391304347827,0.006733043478260869,0.19275556192144883,-0.3482925686497286
bt20_short,0.02,20,0.8,0.7,0.05053915009865159,0.1207511563403433,0.007735301169445208,-0.09174324005332135,0.08431467173984084,0.10217391304347827,0.006733043478260869,0.19275556192144883,-0.3482925686497286
bt20_short,0.05,30,0.7,0.7,0.020393676819881607,0.14057841062278953,0.010020369457526268,-0.08744762419208352,0.11458709770680534,0.13695652173913048,0.008376521739130437,0.12974353441971576,-0.3241691668417127
bt20_short,0.02,30,0.8,0.8,0.002295855515691919,0.13682334766122864,0.009619210294934177,-0.08818527690820865,0.10907954969565652,0.13695652173913048,0.00892434782608696,0.24930224846902907,-0.34164820708319954
bt20_short,0.02,30,0.7,0.9,-0.0064297153874886825,0.13210763903026942,0.009059890414599092,-0.0881361000604669,0.1027943193354759,0.13695652173913048,0.008887826086956525,0.24603973840878196,-0.340476325794962
bt20_short,0.0,20,1.0,0.9,-0.014014774667091001,0.21168866097550904,0.018979897439377558,-0.08771439901965905,0.2163829160492073,0.2,0.01406246480639693,0.26030544625219243,-0.380249729878239
bt20_short,0.02,20,0.7,0.7,-0.01898579477426894,0.08449387612156418,0.0035234996029569476,-0.0909050798782488,0.03876020578471576,0.10217391304347827,0.006562608695652172,0.18412022119415136,-0.33876716321137934
bt20_short,0.0,30,1.0,0.8,-0.029835804745683647,0.2959303388103449,0.02851936331586269,-0.06880805682581459,0.4144770922402089,0.28260869565217406,0.018674590756355334,0.30893480171423393,-0.34420897495695013
bt20_short,0.02,30,0.7,0.8,-0.06863576592684109,0.09853415150501069,0.005143384086346181,-0.08779186212627521,0.05858611449599061,0.13695652173913048,0.00863217391304348,0.2208149815668629,-0.33243957775286825
bt20_short,0.02,30,0.8,0.7,-0.06863576592684109,0.09853415150501069,0.005143384086346181,-0.08779186212627521,0.05858611449599061,0.13695652173913048,0.00863217391304348,0.2208149815668629,-0.33243957775286825
bt20_short,0.0,20,1.0,0.8,-0.11205612237382467,0.15694690912626671,0.012031918152359822,-0.08481384326458519,0.14186266874883927,0.2,0.013417843112932534,0.26782980277207924,-0.36360632678616156
bt20_short,0.0,30,0.8,0.9,-0.13142803412533988,0.23794107660196068,0.02117429156912798,-0.06809967517896565,0.31093087468452724,0.28260869565217406,0.017937566463328496,0.31810841492205666,-0.33263676627908123
bt20_short,0.02,30,0.7,0.7,-0.13190040355994173,0.06403670345808801,0.0012246492610381576,-0.08902629209124291,0.01375604029181645,0.13695652173913048,0.008376521739130437,0.21003170872125174,-0.32469179926601244
bt20_short,0.0,30,1.0,0.7,-0.15798034037176412,0.2228666469269806,0.01934069951447026,-0.0679225384557689,0.28474641781924726,0.28260869565217406,0.017753310390071785,0.3156545851775522,-0.32979889634865966
bt20_short,0.0,20,0.8,0.9,-0.19704276141950805,0.10987753298758693,0.006468727104187666,-0.08249017553707705,0.07841815176257144,0.2,0.012902145758161022,0.26263443887566323,-0.35055043292944665
bt20_short,0.0,20,1.0,0.7,-0.21919957720905536,0.09765522285286232,0.005077271985038712,-0.08190881094916569,0.061986884270481865,0.2,0.012773221419468142,0.2603006858933901,-0.3473224887535237
bt20_short,0.0,30,0.8,0.8,-0.24038895536488308,0.17626753456200825,0.013846359002763986,-0.06739102913861528,0.20546294039053303,0.28260869565217406,0.017200542170301657,0.3085321659789962,-0.3214170434199717
bt20_short,0.0,30,0.7,0.9,-0.2545214969289289,0.16830213325000473,0.012931575226075687,-0.0673024297934034,0.19214128324596041,0.28260869565217406,0.0171084141336733,0.3068291939059939,-0.32003922612204716
bt20_short,0.0,20,0.8,0.8,-0.2878259178449936,0.059910614408661245,0.0009013488584199703,-0.08016364281094801,0.011243861017464545,0.2,0.012386448403389505,0.25352017567129276,-0.33772526911682266
bt20_short,0.0,20,0.7,0.9,-0.29957394780399893,0.053464732244689735,0.0002051361263828433,-0.07987262477496593,0.0025682907874981726,0.2,0.012321986234043066,0.25429595918788883,-0.33613837458008355
bt20_short,0.0,30,0.7,0.8,-0.35656143989042044,0.11098827697743409,0.006535619717335406,-0.0666821187047637,0.09801157858033847,0.28260869565217406,0.01646351787727482,0.29280594580936536,-0.3105470631902727
bt20_short,0.0,30,0.8,0.7,-0.35656143989042044,0.11098827697743409,0.006535619717335406,-0.0666821187047637,0.09801157858033847,0.28260869565217406,0.01646351787727482,0.29280594580936536,-0.3105470631902727
bt20_short,0.0,20,0.7,0.8,-0.3842186842166021,0.007139607106329468,-0.0046701370751155435,-0.07783424508619752,-0.060001058273817666,0.2,0.01187075104861799,0.2595824255469003,-0.3251313786955671
bt20_short,0.0,20,0.8,0.7,-0.3842186842166021,0.007139607106329468,-0.0046701370751155435,-0.07783424508619752,-0.060001058273817666,0.2,0.01187075104861799,0.2595824255469003,-0.3251313786955671
bt20_short,0.0,30,0.7,0.7,-0.46303766296868115,0.05105241510457049,0.00015286916391277217,-0.06767726978375743,0.0022587962605645894,0.28260869565217406,0.015818621620876338,0.2951306164301671,-0.3013205359522213
bt20_short,0.0,20,0.7,0.7,-0.47287814719746096,-0.04119233293751615,-0.009548494424906018,-0.07579367188285935,-0.12598010081452984,0.2,0.011419515863192916,0.2644212893020935,-0.3143018213461033
